port,product,count,year,classification
La Rochelle,Cargaison inconnue,1003,1789,portic_default
La Rochelle,fèves,1,1789,portic_default
La Rochelle,Pêche à la morue,4,1789,portic_default
La Rochelle,Pêche de la morue,3,1789,portic_default
La Rochelle,à vide,52,1789,portic_default
La Rochelle,vieux fer,1,1789,portic_default
La Rochelle,vin,17,1789,portic_default
La Rochelle,marchandises,3,1789,portic_default
La Rochelle,son reste de futailles,1,1789,portic_default
La Rochelle,à l' aventure,2,1789,portic_default
La Rochelle,beurre,1,1789,portic_default
La Rochelle,eau de vie,3,1789,portic_default
La Rochelle,planches,15,1789,portic_default
La Rochelle,pièces de bois,1,1789,portic_default
La Rochelle,marchandises provenant d' avarie de navire,1,1789,portic_default
La Rochelle,lest,3,1789,portic_default
La Rochelle,sardines,1,1789,portic_default
La Rochelle,vinaigre,4,1789,portic_default
La Rochelle,futailles vides,1,1789,portic_default
La Rochelle,bois de construction,3,1789,portic_default
La Rochelle,son lest,3,1789,portic_default
La Rochelle,sel,1,1789,portic_default
La Rochelle,Eau-de-vie,1,1789,portic_default
La Rochelle,diverses marchandises,2,1789,portic_default
La Rochelle,marchandises de Marseille,1,1789,portic_default
Saint-Michel-en-l'Herm,Cargaison inconnue,65,1789,portic_default
Saint-Michel-en-l'Herm,à vide,3,1789,portic_default
Saint-Michel-en-l'Herm,eau de vie,1,1789,portic_default
Saint-Michel-en-l'Herm,planches,1,1789,portic_default
Saint-Michel-en-l'Herm,vinaigre,2,1789,portic_default
Saint-Michel-en-l'Herm,bled,1,1789,portic_default
Marans,Feuillard,30,1789,portic_default
Marans,Grains,152,1789,portic_default
Marans,A vide,43,1789,portic_default
Marans,Lest,141,1789,portic_default
Marans,Orge,2,1789,portic_default
Marans,Minot,5,1789,portic_default
Marans,Son,1,1789,portic_default
Marans,Bois,145,1789,portic_default
Marans,Charbon,2,1789,portic_default
Marans,Farine,30,1789,portic_default
Marans,Oignons,1,1789,portic_default
Marans,Terre,2,1789,portic_default
Marans,Buches,5,1789,portic_default
Marans,feuillard,6,1789,portic_default
Marans,orge,3,1789,portic_default
Marans,Cargaison inconnue,1,1789,portic_default
Marans,Vin,1,1789,portic_default
Marans,farine,10,1789,portic_default
Marans,Fèves,21,1789,portic_default
Marans,moutarde,2,1789,portic_default
Marans,bois,8,1789,portic_default
Marans,Mérin [Merrain],3,1789,portic_default
Marans,meules de moulin,1,1789,portic_default
Marans,Bled,12,1789,portic_default
Marans,Avoine,4,1789,portic_default
Marans,Merrain,1,1789,portic_default
Marans,Baillarge,2,1789,portic_default
Marans,chanvre,2,1789,portic_default
Marans,Bois à bruler,1,1789,portic_default
Marans,Bois de construction,3,1789,portic_default
Marans,Froment,5,1789,portic_default
Marans,Briques,1,1789,portic_default
Marans,Cendre,1,1789,portic_default
Marans,Chanvre,6,1789,portic_default
Marans,bled,5,1789,portic_default
Marans,avoine,1,1789,portic_default
Marans,Fumier,1,1789,portic_default
Marans,Garobe,2,1789,portic_default
Marans,Graines de lin,1,1789,portic_default
Marans,Lin,1,1789,portic_default
Marans,Merein [merrain],1,1789,portic_default
Marans,Pierre,1,1789,portic_default
Marans,Poisson,1,1789,portic_default
Marans,merrain,1,1789,portic_default
Marans,Vinaigre,1,1789,portic_default
Marans,à vide,8,1789,portic_default
Marans,minots,2,1789,portic_default
Marans,vin,2,1789,portic_default
Marans,vinaigre,2,1789,portic_default
Marans,vide,1,1789,portic_default
Marans,son lest,1,1789,portic_default
Marans,bled froment,1,1789,portic_default
Marans,merin,1,1789,portic_default
Marennes,sel,1296,1789,portic_default
Marennes,Cargaison inconnue,19,1789,portic_default
Marennes,vin,64,1789,portic_default
Marennes,A vide,9,1789,portic_default
Marennes,futailles vides,1,1789,portic_default
Marennes,lest,36,1789,portic_default
Marennes,salaisons,1,1789,portic_default
Marennes,Eau-de-vie,12,1789,portic_default
Marennes,vinaigre,4,1789,portic_default
Marennes,meubles,3,1789,portic_default
Marennes,vide,20,1789,portic_default
Marennes,fèves,8,1789,portic_default
Marennes,eau de vie,12,1789,portic_default
Marennes,bois de chauffage,2,1789,portic_default
Marennes,restant de Boeure,2,1789,portic_default
Marennes,Sel,5,1789,portic_default
Marennes,marchandises provenant de nauffrage,1,1789,portic_default
Marennes,bois  chauffages,1,1789,portic_default
Marennes,Bouteilles,2,1789,portic_default
Marennes,bouteilles,6,1789,portic_default
Marennes,carreaux,1,1789,portic_default
Marennes,Eau de vie,1,1789,portic_default
Marennes,huitres,2,1789,portic_default
Marennes,Moulles,1,1789,portic_default
Marennes,passagers,1,1789,portic_default
Marennes,restant de marchandises en boeure,1,1789,portic_default
Marennes,son restant de boeure,1,1789,portic_default
Marennes,son reste de Marchandises,1,1789,portic_default
Marennes,futs vides,1,1789,portic_default
Marennes,beurre,1,1789,portic_default
Marennes,à vide,1,1789,portic_default
Marennes,bois de navires,1,1789,portic_default
Saint-Martin-de-Ré,sel,49,1789,portic_default
Saint-Martin-de-Ré,lest,210,1789,portic_default
Saint-Martin-de-Ré,vide,24,1789,portic_default
Saint-Martin-de-Ré,vin,30,1789,portic_default
Saint-Martin-de-Ré,vinaigre,10,1789,portic_default
Saint-Martin-de-Ré,audevie [eau de vie],3,1789,portic_default
Saint-Martin-de-Ré,planche,67,1789,portic_default
Saint-Martin-de-Ré,Cargaison inconnue,8,1789,portic_default
Saint-Martin-de-Ré,buche,1,1789,portic_default
Saint-Martin-de-Ré,eau de vie,23,1789,portic_default
Saint-Martin-de-Ré,faire la pêche [au poisson frais],2,1789,portic_default
Saint-Martin-de-Ré,Grain,2,1789,portic_default
Saint-Martin-de-Ré,Merein,3,1789,portic_default
Saint-Martin-de-Ré,charbon,3,1789,portic_default
Saint-Martin-de-Ré,chaux,1,1789,portic_default
Saint-Martin-de-Ré,mouele [moules?],1,1789,portic_default
Saint-Martin-de-Ré,les [lest],1,1789,portic_default
Saint-Martin-de-Ré,faïence,1,1789,portic_default
Saint-Martin-de-Ré,futailles,2,1789,portic_default
Saint-Martin-de-Ré,marchandises permises,1,1789,portic_default
Saint-Martin-de-Ré,platre,1,1789,portic_default
Saint-Martin-de-Ré,vinatrie,7,1789,portic_default
Saint-Martin-de-Ré,beurre,1,1789,portic_default
Saint-Martin-de-Ré,bled,1,1789,portic_default
Saint-Martin-de-Ré,boeurs [beurre],1,1789,portic_default
Saint-Martin-de-Ré,boeure [beurre],1,1789,portic_default
Saint-Martin-de-Ré,bois,1,1789,portic_default
Saint-Martin-de-Ré,canon,1,1789,portic_default
Saint-Martin-de-Ré,Eboeur [Beurre],1,1789,portic_default
Saint-Martin-de-Ré,fagot,1,1789,portic_default
Saint-Martin-de-Ré,faince [faïence],2,1789,portic_default
Saint-Martin-de-Ré,fer,2,1789,portic_default
Saint-Martin-de-Ré,leenes [laines],1,1789,portic_default
Saint-Martin-de-Ré,à l' aventure,1,1789,portic_default
Saint-Martin-de-Ré,pêche [au possion frais],1,1789,portic_default
Saint-Martin-de-Ré,orge,1,1789,portic_default
Saint-Martin-de-Ré,pirre [pierre],1,1789,portic_default
Saint-Martin-de-Ré,résine,1,1789,portic_default
Saint-Martin-de-Ré,pierre,2,1789,portic_default
Saint-Martin-de-Ré,planches,1,1789,portic_default
Saint-Martin-de-Ré,sandre [cendres],1,1789,portic_default
Saint-Martin-de-Ré,serdines [sardines],3,1789,portic_default
Saint-Martin-de-Ré,serdine [sardines],1,1789,portic_default
Saint-Martin-de-Ré,café,1,1789,portic_default
Saint-Martin-de-Ré,Sucre,1,1789,portic_default
Saint-Martin-de-Ré,vingt [vin],1,1789,portic_default
Saint-Martin-de-Ré,fèves,1,1789,portic_default
Saint-Martin-de-Ré,son lest,1,1789,portic_default
Saint-Martin-de-Ré,bois de construction,1,1789,portic_default
Saint-Martin-de-Ré,sardines,1,1789,portic_default
Saint-Martin-de-Ré,sendre [cendres],1,1789,portic_default
Seudre,Cargaison inconnue,25,1789,portic_default
Seudre,son reste de beurre,1,1789,portic_default
Seudre,vin,2,1789,portic_default
Seudre,vin pour son lest,1,1789,portic_default
Seudre,beurre,1,1789,portic_default
Seudre,à vide,1,1789,portic_default
Ribérou,chaux,87,1789,portic_default
Ribérou,lest,165,1789,portic_default
Ribérou,bois de construction,9,1789,portic_default
Ribérou,buches,87,1789,portic_default
Ribérou,fagots,91,1789,portic_default
Ribérou,eau de vie,14,1789,portic_default
Ribérou,vin,28,1789,portic_default
Ribérou,fourages,7,1789,portic_default
Ribérou,bois de charpente,3,1789,portic_default
Ribérou,verge de moulin,1,1789,portic_default
Ribérou,sel,1,1789,portic_default
Ribérou,Terre de Broue,8,1789,portic_default
Ribérou,salaison,1,1789,portic_default
Ribérou,fagots de fourage,1,1789,portic_default
Ribérou,bordage,1,1789,portic_default
Ribérou,Charbon de terre,1,1789,portic_default
Ribérou,cercles,2,1789,portic_default
Ribérou,Charbon de bois,5,1789,portic_default
Ribérou,charbon de bois,3,1789,portic_default
Ribérou,Chaux,1,1789,portic_default
Ribérou,meubles,1,1789,portic_default
Ribérou,feves,1,1789,portic_default
Ribérou,Fruits,1,1789,portic_default
Ribérou,Fromage,2,1789,portic_default
Ribérou,serises [cerises],1,1789,portic_default
Ribérou,morue,1,1789,portic_default
Ribérou,Grains,1,1789,portic_default
Ribérou,morue sèche,1,1789,portic_default
Ribérou,Noix,1,1789,portic_default
Ribérou,Cargaison inconnue,1,1789,portic_default
Ribérou,fourage,1,1789,portic_default
Ribérou,Bois,1,1789,portic_default
Ribérou,copeaux,1,1789,portic_default
Ribérou,à vide,2,1789,portic_default
Ribérou,Eau-de-vie,1,1789,portic_default
Ribérou,à l' aventure,1,1789,portic_default
Ribérou,restant de sa cargaison,1,1789,portic_default
Rochefort,vuide,213,1789,portic_default
Rochefort,bois merrain,20,1789,portic_default
Rochefort,eau de vie,9,1789,portic_default
Rochefort,Poudre de guerre,1,1789,portic_default
Rochefort,marchandises,6,1789,portic_default
Rochefort,bois de construction,12,1789,portic_default
Rochefort,Cargaison inconnue,5,1789,portic_default
Rochefort,reste de blés,1,1789,portic_default
Rochefort,bois,2,1789,portic_default
Rochefort,vide,3,1789,portic_default
Rochefort,cuivre,1,1789,portic_default
Rochefort,lest,4,1789,portic_default
Rochefort,marchandises permises,6,1789,portic_default
Rochefort,pierre de taille,3,1789,portic_default
Rochefort,vin,17,1789,portic_default
Rochefort,cendres lessiviere,5,1789,portic_default
Rochefort,futailles vuide,4,1789,portic_default
Rochefort,Resine,1,1789,portic_default
Rochefort,goudron,1,1789,portic_default
Rochefort,Reste de marchandise,8,1789,portic_default
Rochefort,reste de marchandises des isles,1,1789,portic_default
Rochefort,biscuits,5,1789,portic_default
Rochefort,charbon de terre,2,1789,portic_default
Rochefort,grains de lin,1,1789,portic_default
Rochefort,Eau-de-vie,5,1789,portic_default
Rochefort,reste de sardines pressé de Bretagne,1,1789,portic_default
Rochefort,Pierres,1,1789,portic_default
Rochefort,etoupe,1,1789,portic_default
Rochefort,futailles vuides,1,1789,portic_default
Rochefort,Bierre,1,1789,portic_default
Rochefort,salaison,2,1789,portic_default
Rochefort,bleds froment,1,1789,portic_default
Rochefort,avoine,2,1789,portic_default
Rochefort,merrein,1,1789,portic_default
Rochefort,Bois merrain,1,1789,portic_default
Rochefort,sardines,7,1789,portic_default
Rochefort,buches,1,1789,portic_default
Rochefort,Buches à bruler,1,1789,portic_default
Rochefort,charbon de bois,2,1789,portic_default
Rochefort,Graines de lin,2,1789,portic_default
Rochefort,Farine,1,1789,portic_default
Rochefort,Froment,1,1789,portic_default
Rochefort,Grains,1,1789,portic_default
Rochefort,Lard salé,1,1789,portic_default
Rochefort,marchandise,1,1789,portic_default
Rochefort,marchandises de foire,1,1789,portic_default
Rochefort,Marchandises de foire,1,1789,portic_default
Rochefort,marchandises permises pour la traitte des noirs,1,1789,portic_default
Rochefort,marchandises pour la traitte des noirs,1,1789,portic_default
Rochefort,Merrain,1,1789,portic_default
Rochefort,Morue seiche,1,1789,portic_default
Rochefort,Pierres de taille,1,1789,portic_default
Rochefort,Poudre à canon,1,1789,portic_default
Rochefort,reste de beurre,2,1789,portic_default
Rochefort,reste de grains,1,1789,portic_default
Rochefort,son,2,1789,portic_default
Rochefort,suif,1,1789,portic_default
Rochefort,sucre,2,1789,portic_default
Rochefort,Coton,1,1789,portic_default
Rochefort,Sucre,1,1789,portic_default
Rochefort,Etc.,1,1789,portic_default
Rochefort,café,1,1789,portic_default
Rochefort,Vieux canons,1,1789,portic_default
Rochefort,pois,1,1789,portic_default
Rochefort,vieux cordage,1,1789,portic_default
Rochefort,autres marchandises permises,1,1789,portic_default
Rochefort,Verre cassé,1,1789,portic_default
Rochefort,Vuide,1,1789,portic_default
Rochefort,à vide,6,1789,portic_default
Rochefort,sandre [cendres],1,1789,portic_default
Rochefort,planches,1,1789,portic_default
Rochefort,son lest,1,1789,portic_default
Rochefort,huile,1,1789,portic_default
Rochefort,petit reste de marchandise,1,1789,portic_default
Rochefort,Biscuits,1,1789,portic_default
île de Bouin,Sel,85,1789,portic_default
île de Bouin,Cargaison inconnue,11,1789,portic_default
île de Bouin,Froment,5,1789,portic_default
île de Bouin,Fèves,4,1789,portic_default
Mortagne,lest,10,1789,portic_default
Mortagne,vide,1,1789,portic_default
Mortagne,Eau-de-vie,2,1789,portic_default
Mortagne,vin,2,1789,portic_default
Mortagne,eau de vie,1,1789,portic_default
Mortagne,bois de merrain,1,1789,portic_default
Mortagne,à l' aventure,1,1789,portic_default
Mortagne,Cargaison inconnue,2,1789,portic_default
Tonnay-Charente,Cargaison inconnue,589,1789,portic_default
Tonnay-Charente,bois,13,1789,portic_default
Tonnay-Charente,planches,1,1789,portic_default
Tonnay-Charente,pierres,2,1789,portic_default
Tonnay-Charente,Eau-de-vie,3,1789,portic_default
Tonnay-Charente,cercles,1,1789,portic_default
Tonnay-Charente,restant de marchandise,1,1789,portic_default
Tonnay-Charente,vide,3,1789,portic_default
Tonnay-Charente,en lest,1,1789,portic_default
Tonnay-Charente,peaux de bœuf,1,1789,portic_default
Tonnay-Charente,bled,1,1789,portic_default
Tonnay-Charente,vinaigre,1,1789,portic_default
Tonnay-Charente,à vide,14,1789,portic_default
Tonnay-Charente,Bois,2,1789,portic_default
Tonnay-Charente,Pierres,1,1789,portic_default
Tonnay-Charente,bois à brûler,1,1789,portic_default
Tonnay-Charente,fagots,1,1789,portic_default
Tonnay-Charente,pommes,2,1789,portic_default
Tonnay-Charente,lest en fer,1,1789,portic_default
Tonnay-Charente,vin,1,1789,portic_default
Tonnay-Charente,fèves,1,1789,portic_default
Tonnay-Charente,chaux,1,1789,portic_default
Moricq,bois à brûler,54,1789,portic_default
Moricq,vin,3,1789,portic_default
Moricq,bleds froment,13,1789,portic_default
Moricq,bleds seigle,3,1789,portic_default
Moricq,bois de construction,13,1789,portic_default
Moricq,feuillard,6,1789,portic_default
Moricq,son restant de baillarge,1,1789,portic_default
Moricq,charbon,26,1789,portic_default
Moricq,bleds,5,1789,portic_default
Moricq,bois à bruler,1,1789,portic_default
Moricq,potteries,2,1789,portic_default
Moricq,bois de charpente,4,1789,portic_default
Moricq,Bois,1,1789,portic_default
Moricq,à vide,3,1789,portic_default
Moricq,Futailles,1,1789,portic_default
Moricq,bois,1,1789,portic_default
Moricq,merrains,1,1789,portic_default
Moricq,Eau-de-vie,1,1789,portic_default
Moricq,vinaigre,2,1789,portic_default
Moricq,bled,1,1789,portic_default
Moricq,planches,1,1789,portic_default
Moricq,Grains,1,1789,portic_default
Moricq,froment,1,1789,portic_default
Les Sables-d'Olonne,buche,7,1789,portic_default
Les Sables-d'Olonne,morue verte,16,1789,portic_default
Les Sables-d'Olonne,futaille vuide,2,1789,portic_default
Les Sables-d'Olonne,lest,27,1789,portic_default
Les Sables-d'Olonne,sardines salées,5,1789,portic_default
Les Sables-d'Olonne,sel,106,1789,portic_default
Les Sables-d'Olonne,bois à bruler,6,1789,portic_default
Les Sables-d'Olonne,graiment de navire,3,1789,portic_default
Les Sables-d'Olonne,prendre de la sardine [pêche à la sardine],4,1789,portic_default
Les Sables-d'Olonne,autres ustensilles provenant de la péche,2,1789,portic_default
Les Sables-d'Olonne,vivres,32,1789,portic_default
Les Sables-d'Olonne,pêche de la morue verte,32,1789,portic_default
Les Sables-d'Olonne,ustensiles pour la pêche à la morue verte,33,1789,portic_default
Les Sables-d'Olonne,Beurre,1,1789,portic_default
Les Sables-d'Olonne,à l' aventure,5,1789,portic_default
Les Sables-d'Olonne,Bois à bruler,1,1789,portic_default
Les Sables-d'Olonne,bois de construction,4,1789,portic_default
Les Sables-d'Olonne,Bois de construction,2,1789,portic_default
Les Sables-d'Olonne,Charbon de bois,6,1789,portic_default
Les Sables-d'Olonne,autres marchandises permises,12,1789,portic_default
Les Sables-d'Olonne,Buche,1,1789,portic_default
Les Sables-d'Olonne,buches,2,1789,portic_default
Les Sables-d'Olonne,Charbon de terre,1,1789,portic_default
Les Sables-d'Olonne,ustensiles pour la pêche de la morue verte,1,1789,portic_default
Les Sables-d'Olonne,hardes de mer,1,1789,portic_default
Les Sables-d'Olonne,hardes,1,1789,portic_default
Les Sables-d'Olonne,huitres,1,1789,portic_default
Les Sables-d'Olonne,huile de poisson,1,1789,portic_default
Les Sables-d'Olonne,poterie,1,1789,portic_default
Les Sables-d'Olonne,mairain [merrain],1,1789,portic_default
Les Sables-d'Olonne,diverses marchandises permises,1,1789,portic_default
Les Sables-d'Olonne,mairain,1,1789,portic_default
Les Sables-d'Olonne,Cargaison inconnue,2,1789,portic_default
Les Sables-d'Olonne,poteries,1,1789,portic_default
Les Sables-d'Olonne,reste de marchandise,1,1789,portic_default
Les Sables-d'Olonne,planches,1,1789,portic_default
Les Sables-d'Olonne,bois,2,1789,portic_default
Les Sables-d'Olonne,vin,2,1789,portic_default
Les Sables-d'Olonne,futailles,1,1789,portic_default
Les Sables-d'Olonne,gréments,1,1789,portic_default
Les Sables-d'Olonne,voile,1,1789,portic_default
Les Sables-d'Olonne,son,1,1789,portic_default
Beauvoir-sur-Mer,Froment,28,1789,portic_default
Beauvoir-sur-Mer,sel,78,1789,portic_default
Beauvoir-sur-Mer,feave [fèves],3,1789,portic_default
Beauvoir-sur-Mer,feaves [fèves],4,1789,portic_default
Beauvoir-sur-Mer,Lentilles,2,1789,portic_default
Beauvoir-sur-Mer,lest,3,1789,portic_default
Beauvoir-sur-Mer,poisson sec,1,1789,portic_default
Beauvoir-sur-Mer,pacotille,1,1789,portic_default
Beauvoir-sur-Mer,Cargaison inconnue,4,1789,portic_default
Beauvoir-sur-Mer,à vide,1,1789,portic_default
Beauvoir-sur-Mer,vin,1,1789,portic_default
Ars-en-Ré,sel,246,1789,portic_default
Ars-en-Ré,Cargaison inconnue,12,1789,portic_default
Ars-en-Ré,merrein,1,1789,portic_default
Ars-en-Ré,vuide,42,1789,portic_default
Ars-en-Ré,vinaterie,1,1789,portic_default
Ars-en-Ré,eaux de vie,1,1789,portic_default
Ars-en-Ré,eau de vie,1,1789,portic_default
Ars-en-Ré,cendres,1,1789,portic_default
Ars-en-Ré,lest,1,1789,portic_default
Ars-en-Ré,vin,1,1789,portic_default
Ars-en-Ré,vide,1,1789,portic_default
Ars-en-Ré,vinaigre,1,1789,portic_default
Le Château-d'Oléron,Cargaison inconnue,39,1789,portic_default
Le Château-d'Oléron,vide,12,1789,portic_default
Le Château-d'Oléron,bouteilles,1,1789,portic_default
Le Château-d'Oléron,eau de vie,1,1789,portic_default
Le Château-d'Oléron,oignons,2,1789,portic_default
Noirmoutier,cendres,13,1789,portic_default
Noirmoutier,sel,197,1789,portic_default
Noirmoutier,Froment,28,1789,portic_default
Noirmoutier,futailles,7,1789,portic_default
Noirmoutier,Pêche,1,1789,portic_default
Noirmoutier,Cendres de Varec,7,1789,portic_default
Noirmoutier,lest,9,1789,portic_default
Noirmoutier,eau-de-vie,3,1789,portic_default
Noirmoutier,soudes,14,1789,portic_default
Noirmoutier,vin,6,1789,portic_default
Noirmoutier,vuide,1,1789,portic_default
Noirmoutier,fèves,7,1789,portic_default
Noirmoutier,moutarde,1,1789,portic_default
Noirmoutier,Futailles,1,1789,portic_default
Noirmoutier,futailles vuides,3,1789,portic_default
Noirmoutier,merein,1,1789,portic_default
Noirmoutier,Cargaison inconnue,5,1789,portic_default
Noirmoutier,pour faire la pêche,1,1789,portic_default
Noirmoutier,farines,2,1789,portic_default
La Perrotine,eau de vie,30,1789,portic_default
La Perrotine,lest,17,1789,portic_default
La Perrotine,vin,24,1789,portic_default
La Perrotine,Cargaison inconnue,1,1789,portic_default
La Perrotine,fèves,1,1789,portic_default
La Perrotine,marchandises naufragé,1,1789,portic_default
La Perrotine,marchandise,2,1789,portic_default
La Perrotine,moules,2,1789,portic_default
La Perrotine,savon,1,1789,portic_default
La Perrotine,autres marchandises,1,1789,portic_default
La Perrotine,en lest,1,1789,portic_default
La Perrotine,à vide,1,1789,portic_default
La Flotte-en-Ré,bled meture,1,1789,portic_default
La Flotte-en-Ré,vin,5,1789,portic_default
La Flotte-en-Ré,sandre [cendres],1,1789,portic_default
La Flotte-en-Ré,futailles,1,1789,portic_default
La Flotte-en-Ré,marchandises,1,1789,portic_default
La Tremblade,planches,1,1789,portic_default
La Tremblade,à vide,1,1789,portic_default
Royan,lest,3,1789,portic_default
Royan,Lest,12,1789,portic_default
La Tranche-sur-Mer,oignon,20,1789,portic_default
La Tranche-sur-Mer,ail,17,1789,portic_default
La Tranche-sur-Mer,échalote,7,1789,portic_default
La Tranche-sur-Mer,échalotte,7,1789,portic_default
La Tranche-sur-Mer,mojette,2,1789,portic_default
La Tranche-sur-Mer,marchandise,2,1789,portic_default
Saint-Gilles-sur-Vie,Froment,27,1789,portic_default
Saint-Gilles-sur-Vie,sel,41,1789,portic_default
Saint-Gilles-sur-Vie,Lentilles,5,1789,portic_default
Saint-Gilles-sur-Vie,futailles vides,1,1789,portic_default
Saint-Gilles-sur-Vie,fèves,4,1789,portic_default
Saint-Gilles-sur-Vie,Cargaison inconnue,4,1789,portic_default
Saint-Gilles-sur-Vie,futailles,1,1789,portic_default
Saint-Gilles-sur-Vie,méture,1,1789,portic_default
Saint-Gilles-sur-Vie,meubles,1,1789,portic_default
Saint-Gilles-sur-Vie,Pêche de la Sardine,6,1789,portic_default
Saint-Gilles-sur-Vie,vin,1,1789,portic_default
Saint-Denis d'Oléron,lest,13,1789,portic_default
Saint-Denis d'Oléron,vin,33,1789,portic_default
Saint-Denis d'Oléron,soudes,7,1789,portic_default
Saint-Denis d'Oléron,Caffé avarrié,1,1789,portic_default
Saint-Denis d'Oléron,Eau-de-vie,14,1789,portic_default
Saint-Denis d'Oléron,vuide,1,1789,portic_default
Champagné-les-Marais,Cargaison inconnue,1,1789,portic_default
Soubise,a vide,2,1789,portic_default
Soubise,marchandises,1,1789,portic_default
Soubise,planches,1,1789,portic_default
Soubise,vin,1,1789,portic_default
Soubise,en lest,1,1789,portic_default
Soubise,vinaigre,2,1789,portic_default
Soubise,à vide,1,1789,portic_default
Soubise,fèves,2,1789,portic_default
Soubise,pêche de la morue,1,1789,portic_default
Soubise,sel,1,1789,portic_default
Esnandes,Cargaison inconnue,2,1789,portic_default
Brouage ,Cargaison inconnue,4,1789,portic_default
Ker Châlon,chaux,5,1789,portic_default
Ker Châlon,à vide,3,1789,portic_default
Ker Châlon,son reste [de chaux],1,1789,portic_default
Ker Châlon,son lest,1,1789,portic_default
l'Aiguillon,à vide,3,1789,portic_default
l'Aiguillon,Eau-de-vie,1,1789,portic_default
l'Aiguillon,vinaigre,2,1789,portic_default
l'Aiguillon,planches,1,1789,portic_default
île d'Yeu,vin,1,1789,portic_default
île d'Yeu,à vide,1,1789,portic_default
mer des Pertuis,reste de futailles,1,1789,portic_default
mer des Pertuis,vin,1,1789,portic_default
île d'Oléron,vuide,2,1789,portic_default
île d'Oléron,baillarge,1,1789,portic_default
île d'Oléron,marchandises permises,3,1789,portic_default
île d'Oléron,vide,3,1789,portic_default
île d'Oléron,blé baillarge,1,1789,portic_default
île d'Oléron,fèves,2,1789,portic_default
île d'Oléron,vin,1,1789,portic_default
île d'Oléron,eau de vie,3,1789,portic_default
île d'Oléron,à vide,3,1789,portic_default
Martrou,buches,2,1789,portic_default
Martrou,fagots,2,1789,portic_default
Le Chapus,vin,1,1789,portic_default
Le Chapus,vide,1,1789,portic_default
île de Ré,vin,1,1789,portic_default
île de Ré,vide,1,1789,portic_default
