departure_province,departure_fr,destination_fr,tonnage
Aunis,Ars-en-Ré,Dieppe,70
Aunis,Ars-en-Ré,Dieppe,75
Aunis,Ars-en-Ré,Dieppe,80
Aunis,Ars-en-Ré,Dieppe,80
Aunis,Ars-en-Ré,Dieppe,82
Aunis,Ars-en-Ré,Dieppe,84
Aunis,Ars-en-Ré,Dieppe,85
Aunis,Ars-en-Ré,Dieppe,96
Aunis,Ars-en-Ré,Dieppe,96
Aunis,Ars-en-Ré,Dundee,55
Aunis,Ars-en-Ré,Dunkerque,70
Aunis,Ars-en-Ré,Elseneur ,160
Aunis,Ars-en-Ré,Emden,194
Aunis,Ars-en-Ré,Flekkefjord ,60
Aunis,Ars-en-Ré,Frederikshald / Halden,114
Aunis,Ars-en-Ré,Frederikshald / Halden,120
Aunis,Ars-en-Ré,Frederikshald / Halden,130
Aunis,Ars-en-Ré,Frederikshald / Halden,80
Aunis,Ars-en-Ré,Gothembourg ,93
Aunis,Ars-en-Ré,Granville,104
Aunis,Ars-en-Ré,Granville,110
Aunis,Ars-en-Ré,Granville,120
Aunis,Ars-en-Ré,Granville,120
Aunis,Ars-en-Ré,Granville,120
Aunis,Ars-en-Ré,Granville,120
Aunis,Ars-en-Ré,Granville,130
Aunis,Ars-en-Ré,Granville,140
Aunis,Ars-en-Ré,Granville,150
Aunis,Ars-en-Ré,Granville,200
Aunis,Ars-en-Ré,Granville,200
Aunis,Ars-en-Ré,Granville,200
Aunis,Ars-en-Ré,Granville,240
Aunis,Ars-en-Ré,Granville,45
Aunis,Ars-en-Ré,Granville,50
Aunis,Ars-en-Ré,Granville,50
Aunis,Ars-en-Ré,Granville,50
Aunis,Ars-en-Ré,Granville,50
Aunis,Ars-en-Ré,Granville,50
Aunis,Ars-en-Ré,Granville,58
Aunis,Ars-en-Ré,Granville,60
Aunis,Ars-en-Ré,Granville,60
Aunis,Ars-en-Ré,Granville,60
Aunis,Ars-en-Ré,Granville,60
Aunis,Ars-en-Ré,Granville,60
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,70
Aunis,Ars-en-Ré,Granville,75
Aunis,Ars-en-Ré,Granville,75
Aunis,Ars-en-Ré,Granville,80
Aunis,Ars-en-Ré,Granville,84
Aunis,Ars-en-Ré,Granville,90
Aunis,Ars-en-Ré,Granville,90
Aunis,Ars-en-Ré,Granville,92
Aunis,Ars-en-Ré,Gravelines,54
Aunis,Ars-en-Ré,Gravelines,55
Aunis,Ars-en-Ré,Greenock,58
Aunis,Ars-en-Ré,Halifax,150
Aunis,Ars-en-Ré,Harlingen,180
Aunis,Ars-en-Ré,Hollande,170
Aunis,Ars-en-Ré,Holmestrand,
Aunis,Ars-en-Ré,Honfleur,110
Aunis,Ars-en-Ré,Honfleur,113
Aunis,Ars-en-Ré,Honfleur,116
Aunis,Ars-en-Ré,Honfleur,50
Aunis,Ars-en-Ré,Honfleur,60
Aunis,Ars-en-Ré,Honfleur,70
Aunis,Ars-en-Ré,Honfleur,70
Aunis,Ars-en-Ré,Honfleur,70
Aunis,Ars-en-Ré,Honfleur,70
Aunis,Ars-en-Ré,Honfleur,80
Aunis,Ars-en-Ré,Honfleur,85
Aunis,Ars-en-Ré,Honfleur,90
Aunis,Ars-en-Ré,Honfleur,90
Aunis,Ars-en-Ré,Honfleur,93
Aunis,Ars-en-Ré,Honfleur,94
Aunis,Ars-en-Ré,île d'Oléron,36
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Ker Châlon,20
Aunis,Ars-en-Ré,Kristiansand ,130
Aunis,Ars-en-Ré,Kristiansand ,180
Aunis,Ars-en-Ré,La Flotte-en-Ré,22
Aunis,Ars-en-Ré,La Hougue,50
Aunis,Ars-en-Ré,La Hougue,90
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,15
Aunis,Ars-en-Ré,La Rochelle,42
Aunis,Ars-en-Ré,La Rochelle,5
Aunis,Ars-en-Ré,La Rochelle,5
Aunis,Ars-en-Ré,La Rochelle,5
Aunis,Ars-en-Ré,La Rochelle,8
Aunis,Ars-en-Ré,Les Sables-d'Olonne,42
Aunis,Ars-en-Ré,L'Houmée,20
Aunis,Ars-en-Ré,L'Houmée,28
Aunis,Ars-en-Ré,L'Houmée,28
Aunis,Ars-en-Ré,Lübeck,150
Aunis,Ars-en-Ré,Lübeck,350
Aunis,Ars-en-Ré,Marans,10
Aunis,Ars-en-Ré,Marans,12
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,15
Aunis,Ars-en-Ré,Marans,20
Aunis,Ars-en-Ré,Marans,28
Aunis,Ars-en-Ré,Marans,5
Aunis,Ars-en-Ré,Marans,5
Aunis,Ars-en-Ré,Marans,5
Aunis,Ars-en-Ré,Marans,5
Aunis,Ars-en-Ré,Marans,5
Aunis,Ars-en-Ré,Marans,6
Aunis,Ars-en-Ré,Marans,8
Aunis,Ars-en-Ré,Marblehead,55
Aunis,Ars-en-Ré,Marblehead,95
Aunis,Ars-en-Ré,Marennes,20
Aunis,Ars-en-Ré,Marennes,44
Aunis,Ars-en-Ré,Marennes,50
Aunis,Ars-en-Ré,Méan,12
Aunis,Ars-en-Ré,Méan,12
Aunis,Ars-en-Ré,Memel,120
Aunis,Ars-en-Ré,Memel,190
Aunis,Ars-en-Ré,Memel,520
Aunis,Ars-en-Ré,Mer Baltique,110
Aunis,Ars-en-Ré,Mer Baltique,210
Aunis,Ars-en-Ré,Mer Baltique,256
Aunis,Ars-en-Ré,Mer Baltique,260
Aunis,Ars-en-Ré,Mer Baltique,300
Aunis,Ars-en-Ré,Mer Baltique,360
Aunis,Ars-en-Ré,Milford,45
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,15
Aunis,Ars-en-Ré,Moricq,5
Aunis,Ars-en-Ré,Moricq,8
Aunis,Ars-en-Ré,Moricq,8
Aunis,Ars-en-Ré,Newburyport,120
Aunis,Ars-en-Ré,Newburyport,60
Aunis,Ars-en-Ré,Newcastle,125
Aunis,Ars-en-Ré,Newport,50
Aunis,Ars-en-Ré,Newport,60
Aunis,Ars-en-Ré,Nieuport,220
Aunis,Ars-en-Ré,Norvège,130
Aunis,Ars-en-Ré,Ostende,225
Aunis,Ars-en-Ré,Penzance,150
Aunis,Ars-en-Ré,Petit Nord de Terre-Neuve,48
Aunis,Ars-en-Ré,Poole,130
Aunis,Ars-en-Ré,Poole,150
Aunis,Ars-en-Ré,Poole,150
Aunis,Ars-en-Ré,Poole,150
Aunis,Ars-en-Ré,Poole,160
Aunis,Ars-en-Ré,Port-d'Envaux,26
Aunis,Ars-en-Ré,Port-d'Envaux,26
Aunis,Ars-en-Ré,Port-Louis,15
Aunis,Ars-en-Ré,Québec,167
Aunis,Ars-en-Ré,Quiberon,19
Aunis,Ars-en-Ré,Regnéville,48
Aunis,Ars-en-Ré,Riga,220
Aunis,Ars-en-Ré,Riga,250
Aunis,Ars-en-Ré,Rotterdam,216
Aunis,Ars-en-Ré,Saint-Brieuc,120
Aunis,Ars-en-Ré,Saint-Brieuc,32
Aunis,Ars-en-Ré,Saint-Denis d'Oléron,15
Aunis,Ars-en-Ré,Saint-Gilles-sur-Vie,2
Aunis,Ars-en-Ré,Saint-Gilles-sur-Vie,50
Aunis,Ars-en-Ré,Saint-Jean-de-Luz ,60
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,100
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,150
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,150
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,180
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,50
Aunis,Ars-en-Ré,Saint-Jean de Terre-Neuve,85
Aunis,Ars-en-Ré,Saint-Malo,120
Aunis,Ars-en-Ré,Saint-Malo,120
Aunis,Ars-en-Ré,Saint-Malo,160
Aunis,Ars-en-Ré,Saint-Malo,40
Aunis,Ars-en-Ré,Saint-Malo,40
Aunis,Ars-en-Ré,Saint-Malo,52
Aunis,Ars-en-Ré,Saint-Malo,52
Aunis,Ars-en-Ré,Saint-Malo,54
Aunis,Ars-en-Ré,Saint-Malo,56
Aunis,Ars-en-Ré,Saint-Malo,60
Aunis,Ars-en-Ré,Saint-Malo,60
Aunis,Ars-en-Ré,Saint-Malo,60
Aunis,Ars-en-Ré,Saint-Malo,65
Aunis,Ars-en-Ré,Saint-Malo,65
Aunis,Ars-en-Ré,Saint-Malo,66
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,70
Aunis,Ars-en-Ré,Saint-Malo,75
Aunis,Ars-en-Ré,Saint-Malo,75
Aunis,Ars-en-Ré,Saint-Malo,75
Aunis,Ars-en-Ré,Saint-Malo,90
Aunis,Ars-en-Ré,Saint-Malo,90
Aunis,Ars-en-Ré,Saint-Malo,90
Aunis,Ars-en-Ré,Saint-Sébastien,40
Aunis,Ars-en-Ré,Saint-Sébastien,40
Aunis,Ars-en-Ré,Saint-Valery-sur-Somme,32
Aunis,Ars-en-Ré,Salem,150
Aunis,Ars-en-Ré,Salem,65
Aunis,Ars-en-Ré,Stavanger,117
Aunis,Ars-en-Ré,Stavanger,230
Aunis,Ars-en-Ré,Stockholm,185
Aunis,Ars-en-Ré,Stockholm,200
Aunis,Ars-en-Ré,Suède,150
Aunis,Ars-en-Ré,Teignmouth,108
Aunis,Ars-en-Ré,"Terre-Neuve, île de",100
Aunis,Ars-en-Ré,"Terre-Neuve, île de",150
Aunis,Ars-en-Ré,"Terre-Neuve, île de",200
Aunis,Ars-en-Ré,Texel,300
Aunis,Ars-en-Ré,Trondheim,130
Aunis,Ars-en-Ré,Trondheim,155
Aunis,Ars-en-Ré,Waterford,128
Aunis,Ars-en-Ré,Waterford,130
Aunis,Ars-en-Ré,Yarmouth,100
Aunis,Esnandes,Tonnay-Charente,28
Aunis,île de Ré,La Flotte-en-Ré,16
Aunis,île de Ré,La Flotte-en-Ré,17
Aunis,île de Ré,La Flotte-en-Ré,18
Aunis,île de Ré,La Flotte-en-Ré,32
Aunis,île de Ré,La Perrotine,32
Aunis,île de Ré,La Rochelle,20
Aunis,île de Ré,La Tremblade,70
Aunis,île de Ré,La Tremblade,82
Aunis,La Flotte-en-Ré,Arzon,12
Aunis,La Flotte-en-Ré,Arzon,13
Aunis,La Flotte-en-Ré,Arzon,4
Aunis,La Flotte-en-Ré,Auray,19
Aunis,La Flotte-en-Ré,Baden,10
Aunis,La Flotte-en-Ré,Bordeaux,11
Aunis,La Flotte-en-Ré,Bordeaux,16
Aunis,La Flotte-en-Ré,Bordeaux,20
Aunis,La Flotte-en-Ré,Bordeaux,60
Aunis,La Flotte-en-Ré,Brest,25
Aunis,La Flotte-en-Ré,Brest,54
Aunis,La Flotte-en-Ré,Cherbourg,56
Aunis,La Flotte-en-Ré,Cherbourg,56
Aunis,La Flotte-en-Ré,Côtes de Bretagne,10
Aunis,La Flotte-en-Ré,Côtes de Bretagne,10
Aunis,La Flotte-en-Ré,Côtes de Bretagne,12
Aunis,La Flotte-en-Ré,Côtes de Bretagne,18
Aunis,La Flotte-en-Ré,Côtes de Bretagne,20
Aunis,La Flotte-en-Ré,Côtes de Bretagne,30
Aunis,La Flotte-en-Ré,Granville,80
Aunis,La Flotte-en-Ré,Hors du Pertuis,30
Aunis,La Flotte-en-Ré,île d'Oléron,2
Aunis,La Flotte-en-Ré,île d'Oléron,56
Aunis,La Flotte-en-Ré,île d'Yeu,19
Aunis,La Flotte-en-Ré,île d'Yeu,19
Aunis,La Flotte-en-Ré,île d'Yeu,19
Aunis,La Flotte-en-Ré,île d'Yeu,5
Aunis,La Flotte-en-Ré,île d'Yeu,6
Aunis,La Flotte-en-Ré,Ker Châlon,20
Aunis,La Flotte-en-Ré,Ker Châlon,20
Aunis,La Flotte-en-Ré,Ker Châlon,20
Aunis,La Flotte-en-Ré,Ker Châlon,20
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,15
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,2
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,20
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,4
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,4
Aunis,La Flotte-en-Ré,La Flotte-en-Ré,75
Aunis,La Flotte-en-Ré,La Hougue,23
Aunis,La Flotte-en-Ré,La Hougue,50
Aunis,La Flotte-en-Ré,La Perrotine,20
Aunis,La Flotte-en-Ré,La Rochelle,15
Aunis,La Flotte-en-Ré,La Rochelle,15
Aunis,La Flotte-en-Ré,La Rochelle,15
Aunis,La Flotte-en-Ré,La Rochelle,15
Aunis,La Flotte-en-Ré,La Rochelle,2
Aunis,La Flotte-en-Ré,La Rochelle,2
Aunis,La Flotte-en-Ré,La Rochelle,200
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,22
Aunis,La Flotte-en-Ré,La Rochelle,28
Aunis,La Flotte-en-Ré,La Rochelle,28
Aunis,La Flotte-en-Ré,La Rochelle,28
Aunis,La Flotte-en-Ré,La Rochelle,30
Aunis,La Flotte-en-Ré,La Rochelle,30
Aunis,La Flotte-en-Ré,La Rochelle,32
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,4
Aunis,La Flotte-en-Ré,La Rochelle,56
Aunis,La Flotte-en-Ré,La Rochelle,56
Aunis,La Flotte-en-Ré,La Rochelle,64
Aunis,La Flotte-en-Ré,La Teste,16
Aunis,La Flotte-en-Ré,La Teste,16
Aunis,La Flotte-en-Ré,La Teste,40
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,16
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,2
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,20
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,22
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,22
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,25
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,4
Aunis,La Flotte-en-Ré,La Tranche-sur-Mer,4
Aunis,La Flotte-en-Ré,Le Château-d'Oléron,9
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,16
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,16
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,20
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,20
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,20
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,24
Aunis,La Flotte-en-Ré,Les Sables-d'Olonne,24
Aunis,La Flotte-en-Ré,Le Tréport,50
Aunis,La Flotte-en-Ré,Locmariaquer,16
Aunis,La Flotte-en-Ré,Locmariaquer,18
Aunis,La Flotte-en-Ré,Lorient,15
Aunis,La Flotte-en-Ré,Lorient,15
Aunis,La Flotte-en-Ré,Lorient,17
Aunis,La Flotte-en-Ré,Lorient,18
Aunis,La Flotte-en-Ré,Lorient,18
Aunis,La Flotte-en-Ré,Lorient,18
Aunis,La Flotte-en-Ré,Lorient,30
Aunis,La Flotte-en-Ré,Lorient,75
Aunis,La Flotte-en-Ré,Marans,10
Aunis,La Flotte-en-Ré,Marans,10
Aunis,La Flotte-en-Ré,Marans,10
Aunis,La Flotte-en-Ré,Marans,10
Aunis,La Flotte-en-Ré,Marans,15
Aunis,La Flotte-en-Ré,Marans,18
Aunis,La Flotte-en-Ré,Marans,22
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,25
Aunis,La Flotte-en-Ré,Marans,28
Aunis,La Flotte-en-Ré,Marans,28
Aunis,La Flotte-en-Ré,Marans,4
Aunis,La Flotte-en-Ré,Marans,50
Aunis,La Flotte-en-Ré,Marennes,16
Aunis,La Flotte-en-Ré,Marennes,16
Aunis,La Flotte-en-Ré,Marennes,70
Aunis,La Flotte-en-Ré,Méan,28
Aunis,La Flotte-en-Ré,Méan,28
Aunis,La Flotte-en-Ré,mer des Pertuis,10
Aunis,La Flotte-en-Ré,mer des Pertuis,15
Aunis,La Flotte-en-Ré,mer des Pertuis,20
Aunis,La Flotte-en-Ré,mer des Pertuis,25
Aunis,La Flotte-en-Ré,mer des Pertuis,25
Aunis,La Flotte-en-Ré,mer des Pertuis,27
Aunis,La Flotte-en-Ré,mer des Pertuis,30
Aunis,La Flotte-en-Ré,mer des Pertuis,40
Aunis,La Flotte-en-Ré,Moricq,20
Aunis,La Flotte-en-Ré,Moricq,25
Aunis,La Flotte-en-Ré,Moricq,25
Aunis,La Flotte-en-Ré,Morlaix,16
Aunis,La Flotte-en-Ré,Morlaix,20
Aunis,La Flotte-en-Ré,Morlaix,25
Aunis,La Flotte-en-Ré,Morlaix,27
Aunis,La Flotte-en-Ré,Morlaix,30
Aunis,La Flotte-en-Ré,Nantes,22
Aunis,La Flotte-en-Ré,Paimpol,50
Aunis,La Flotte-en-Ré,Pornic,15
Aunis,La Flotte-en-Ré,Port-Launay,10
Aunis,La Flotte-en-Ré,Port-Launay,22
Aunis,La Flotte-en-Ré,Port-Louis,18
Aunis,La Flotte-en-Ré,Quiberon,15
Aunis,La Flotte-en-Ré,Quiberon,15
Aunis,La Flotte-en-Ré,Quiberon,8
Aunis,La Flotte-en-Ré,Quimper,10
Aunis,La Flotte-en-Ré,Rochefort,155
Aunis,La Flotte-en-Ré,Rochefort,22
Aunis,La Flotte-en-Ré,Rochefort,25
Aunis,La Flotte-en-Ré,Rochefort,4
Aunis,La Flotte-en-Ré,Rochefort,4
Aunis,La Flotte-en-Ré,Saint-Malo,36
Aunis,La Flotte-en-Ré,Saint-Michel-en-l'Herm,2
Aunis,La Flotte-en-Ré,Saint-Michel-en-l'Herm,2
Aunis,La Flotte-en-Ré,Saint-Savinien,33
Aunis,La Flotte-en-Ré,Seudre,45
Aunis,La Flotte-en-Ré,Stavanger,200
Aunis,La Flotte-en-Ré,Stavanger,70
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,28
Aunis,La Flotte-en-Ré,Tonnay-Charente,30
Aunis,La Flotte-en-Ré,Tonnay-Charente,32
Aunis,La Flotte-en-Ré,Tonnay-Charente,39
Aunis,La Flotte-en-Ré,Tonnay-Charente,4
Aunis,La Flotte-en-Ré,Tonnay-Charente,4
Aunis,La Flotte-en-Ré,Tonnay-Charente,4
Aunis,La Flotte-en-Ré,Tonnay-Charente,54
Aunis,La Flotte-en-Ré,Vannes,12
Aunis,La Flotte-en-Ré,Vannes,24
