year,kind,region,value,total,share
1732,export,Nantes,17976559.358074665,128742797.0,0.1396315737809756
1732,export,Bordeaux,9820891.602416992,128742797.0,0.07628303743017943
1733,export,La_Rochelle,6770122.224611282,124860564.0,0.05422146118618591
1733,export,Bordeaux,10180949.479801178,124860564.0,0.08153855111371416
1734,export,La_Rochelle,7920905.833015442,117349666.0,0.06749832447768059
1734,export,Nantes,20475918.021792173,117349666.0,0.17448637665310587
1734,export,Bordeaux,14998338.589412212,117349666.0,0.12780895847979842
1735,export,La_Rochelle,8840366.127754211,137935673.0,0.06409049911080081
1735,export,Nantes,22926111.119005203,137935673.0,0.16620871613832053
1735,export,Bordeaux,10647136.208738327,137935673.0,0.07718914170040934
1736,export,La_Rochelle,7506131.060460091,140489567.0,0.05342838774967604
1736,export,Nantes,18401953.80425167,140489567.0,0.1309844865864785
1736,export,Bordeaux,13543459.982652664,140489567.0,0.09640189141342193
1737,export,La_Rochelle,6706919.896427155,129004120.0,0.051989966649337666
1737,export,Nantes,12288033.248059273,129004120.0,0.09525302950060256
1737,export,Bordeaux,14022030.618789673,129004120.0,0.10869444029221449
1738,export,La_Rochelle,8103241.925624371,150008286.0,0.054018628848438215
1738,export,Bordeaux,21315976.810173035,150008286.0,0.14209866253770165
1739,export,La_Rochelle,7761203.161224365,165552853.0,0.046880515923361135
1739,export,Nantes,26523260.897979975,165552853.0,0.16021023145991917
1739,export,Bordeaux,19023917.52527237,165552853.0,0.11491144477753198
1740,export,La_Rochelle,9816831.887102127,208817046.0,0.04701164045344328
1740,export,Nantes,24370318.336884618,208817046.0,0.11670655630711593
1740,export,Bordeaux,18999669.81439972,208817046.0,0.09098715923028486
1741,export,La_Rochelle,9681607.183260918,218253022.0,0.04435955614516494
1741,export,Nantes,21331058.261597008,218253022.0,0.09773545431868984
1742,export,Nantes,21751907.357172847,211685144.0,0.1027559466202921
1742,export,Bordeaux,33456233.327560425,211685144.0,0.15804714820970348
1743,export,Nantes,18381298.49174118,222226439.0,0.08271427366813532
1743,export,Bordeaux,39029338.82775688,222226439.0,0.17562869208265935
1744,export,La_Rochelle,5574171.995151341,166992644.0,0.03337974572790967
1744,export,Nantes,15799939.750713348,166992644.0,0.09461458524312813
1744,export,Bordeaux,27751602.025497437,166992644.0,0.16618457772006673
1745,export,Nantes,15907178.762281895,184123776.0,0.08639394166173246
1745,export,Bordeaux,20506020.31109619,184123776.0,0.11137084387784982
1746,export,La_Rochelle,11967682.31162262,176794821.0,0.06769249372764499
1746,export,Nantes,21069881.63143474,176794821.0,0.11917702969044969
1746,export,Bordeaux,23889601.877807617,176794821.0,0.13512614081499377
1747,export,La_Rochelle,36526428.43216896,182581256.0,0.20005574083776134
1747,export,Bordeaux,20968867.812877655,182581256.0,0.11484677163617307
1748,export,La_Rochelle,14841840.055894852,179893195.0,0.0825036214176687
1748,export,Bordeaux,19944567.06653595,179893195.0,0.11086893568450963
1749,export,La_Rochelle,12655644.441526413,253444551.0,0.04993456908657868
1749,export,Nantes,20546945.127273083,253444551.0,0.08107077088934173
1749,export,Bordeaux,37816378.18092346,253444551.0,0.14920967143193173
1750,export,La_Rochelle,9704932.313710093,251200328.0,0.03863423424236171
1750,export,Nantes,16387303.17382431,251200328.0,0.06523599433287487
1750,export,Bordeaux,33706744.4936676,251200328.0,0.1341827248476666
1751,export,La_Rochelle,11717272.121578217,257978434.0,0.045419580000932235
1751,export,Nantes,15755534.825126886,257978434.0,0.06107306948427668
1751,export,Bordeaux,33358046.66576767,257978434.0,0.129305563060235
1752,export,La_Rochelle,9985011.832721233,295042717.0,0.03384259721524065
1752,export,Nantes,19488858.306901038,295042717.0,0.06605436156860309
1752,export,Bordeaux,66673394.39968872,295042717.0,0.22597878394567766
1753,export,La_Rochelle,8916524.541507721,291953030.0,0.030540955651351592
1753,export,Nantes,21939713.321348548,291953030.0,0.07514809255909606
1753,export,Bordeaux,96906420.14406443,291953030.0,0.3319246939963748
1754,export,La_Rochelle,9769238.867937088,298063065.0,0.03277574451546718
1754,export,Nantes,23458883.591883183,298063065.0,0.07870442985575278
1754,export,Bordeaux,90710855.11536026,298063065.0,0.3043344371277946
1755,export,Nantes,15021304.718527794,263394337.0,0.05702971783530712
1755,export,Bordeaux,41867881.948272705,263394337.0,0.1589551332998959
1756,export,La_Rochelle,7438430.916900635,240806046.0,0.03088971826272433
1756,export,Nantes,9667174.281310558,240806046.0,0.04014506463558875
1756,export,Bordeaux,32235376.143009186,240806046.0,0.13386448005964596
1757,export,La_Rochelle,8566165.185256004,188988100.0,0.04532647920824647
1757,export,Nantes,4984994.264148608,188988100.0,0.026377291819689216
1757,export,Bordeaux,28811922.003448486,188988100.0,0.15245363069658083
1758,export,La_Rochelle,5403466.491124153,166318424.0,0.032488682619576485
1758,export,Nantes,3497433.005584717,166318424.0,0.021028536234715144
1758,export,Bordeaux,27077741.979649067,166318424.0,0.16280662916604516
1759,export,La_Rochelle,3376474.9001026154,188746632.0,0.017888927947083133
1759,export,Nantes,3223640.0080566406,188746632.0,0.017079192216031918
1759,export,Bordeaux,23622725.080688477,188746632.0,0.1251557436038831
1760,export,La_Rochelle,3315670.1223754883,178680655.0,0.01855640232780369
1760,export,Nantes,4367773.250132799,178680655.0,0.024444578234464158
1760,export,Bordeaux,23338916.24253559,178680655.0,0.1306180360853031
1761,export,La_Rochelle,4389119.237484932,178634644.0,0.024570369661804974
1761,export,Nantes,9650757.287312746,178634644.0,0.05402511557227805
1761,export,Bordeaux,20348339.728847504,178634644.0,0.11391037747889207
1762,export,La_Rochelle,2494414.2878079414,197682442.0,0.012618289528252294
1762,export,Nantes,4381465.696358442,197682442.0,0.022164162138175337
1762,export,Bordeaux,24766763.75718689,197682442.0,0.1252856020323084
1763,export,Nantes,14152317.997607708,258927696.0,0.05465741292352019
1763,export,Bordeaux,26624029.087768555,258927696.0,0.1028241841219201
1764,export,Nantes,23283306.471292734,326396895.0,0.07133433812626415
1764,export,Bordeaux,68010327.40511513,326396895.0,0.208366955834905
1765,export,La_Rochelle,7400452.756511211,318656887.0,0.023223890831868987
1765,export,Nantes,23525006.027242184,318656887.0,0.07382550632662832
1765,export,Bordeaux,60897022.51361084,318656887.0,0.19110530792830735
1766,export,La_Rochelle,7982423.073251247,294308117.0,0.027122673865129066
1766,export,Nantes,83059919.77984303,294308117.0,0.28222096157763477
1766,export,Bordeaux,47480424.68640137,294308117.0,0.16132896764923874
1767,export,La_Rochelle,6169593.252616882,287005732.0,0.021496411272430203
1767,export,Nantes,19387334.545555353,287005732.0,0.06755033918819207
1767,export,Bordeaux,55244685.50250244,287005732.0,0.19248634902700285
1768,export,La_Rochelle,6732096.379694939,292794108.0,0.022992595123174194
1768,export,Nantes,20807669.98472023,292794108.0,0.07106587672426874
1768,export,Bordeaux,47644726.4269104,292794108.0,0.16272433469498096
1769,export,La_Rochelle,5720373.927856445,277236636.0,0.02063354255913149
1769,export,Nantes,26550353.975069046,277236636.0,0.09576784063657823
1769,export,Bordeaux,55931055.854034424,277236636.0,0.20174482226091656
1770,export,La_Rochelle,6173795.455135345,298206118.0,0.02070311466626364
1770,export,Nantes,17676386.82147169,298206118.0,0.05927573498499347
1770,export,Bordeaux,92728999.29544067,298206118.0,0.31095605924302555
1771,export,La_Rochelle,5764636.393867493,339829095.0,0.01696333974543143
1771,export,Nantes,22309768.64943266,339829095.0,0.06564996634391372
1772,export,La_Rochelle,9353748.130040169,319645666.0,0.029262865494444616
1772,export,Nantes,30048185.321059227,319645666.0,0.09400466991177421
1772,export,Bordeaux,80126283.31726074,319645666.0,0.25067220313026467
1773,export,La_Rochelle,16429843.884857178,333708654.0,0.04923409593344612
1773,export,Bordeaux,69340605.12060547,333708654.0,0.20778785413399997
1774,export,La_Rochelle,11579391.903495789,318928625.0,0.03630715776451796
1774,export,Nantes,22308568.075848103,318928625.0,0.06994846597996057
1774,export,Bordeaux,63996886.8607254,318928625.0,0.20066209754839473
1775,export,La_Rochelle,11657425.353179932,332042914.0,0.03510818891674927
1775,export,Bordeaux,75058063.37762451,332042914.0,0.22604928523674056
1776,export,La_Rochelle,15487598.075881958,330190114.0,0.0469050932151226
1776,export,Nantes,22898403.64595513,330190114.0,0.06934914970214745
1776,export,Bordeaux,78327750.07781982,330190114.0,0.23722015516739495
1777,export,Bordeaux,97160571.78540039,367371947.0,0.26447466274663695
1778,export,La_Rochelle,7462725.227905273,276584233.0,0.02698174493520487
1778,export,Nantes,42094759.76483941,276584233.0,0.15219508107260551
1778,export,Bordeaux,68160324.2423172,276584233.0,0.2464360441049335
1779,export,La_Rochelle,4038822.900024414,236011485.0,0.017112823556126575
1779,export,Nantes,11855206.271102905,236011485.0,0.050231480349792745
1780,export,La_Rochelle,3997308.0824279785,238890556.0,0.01673280078274831
1789,export,La_Rochelle,15712508.652549744,441148000.0,0.03561731811670855
1789,export,Nantes,44367791.84126854,441148000.0,0.10057348518245246
1789,export,Bordeaux,130412955.2392807,441148000.0,0.29562177600098083
1718,import,La_Rochelle,3147187.8648896217,55733952.0,0.05646805496386873
1719,import,La_Rochelle,4056697.3777275085,79931436.0,0.05075221440695134
1719,import,Bordeaux,9791678.445399284,79931436.0,0.12250097002384999
1720,import,La_Rochelle,7899942.130615234,91936104.0,0.08592861549381334
1720,import,Bordeaux,10936540.606874943,91936104.0,0.11895806033802502
1721,import,La_Rochelle,5219388.528229713,62696894.0,0.08324796007007482
1721,import,Bordeaux,9077154.385876894,62696894.0,0.1447783742824149
1722,import,La_Rochelle,9453394.037468672,85149832.0,0.11102070098586539
1723,import,La_Rochelle,7982713.754463673,111404724.0,0.07165507411035525
1723,import,Bordeaux,14668052.29873848,111404724.0,0.1316645450217935
1724,import,La_Rochelle,9191111.250400543,120815097.0,0.07607585044111287
1724,import,Bordeaux,17797117.36598444,120815097.0,0.1473087205813727
1725,import,La_Rochelle,5593060.898985386,86520911.0,0.06464403615659324
1725,import,Bordeaux,10938507.430988312,86520911.0,0.1264261703276369
1726,import,La_Rochelle,3150019.3115103245,81687547.34375,0.03856180548859796
1726,import,Bordeaux,8896837.147362709,81687547.34375,0.10891301595730203
1727,import,La_Rochelle,6460560.3875107765,95592063.0,0.0675846946363191
1728,import,La_Rochelle,6381780.232915163,95995788.0,0.06647979422717133
1728,import,Bordeaux,9850310.972123623,95995788.0,0.10261190805708707
1729,import,La_Rochelle,5067529.133532047,94118424.0,0.05384205257763398
1729,import,Bordeaux,8232567.986122131,94118424.0,0.0874703127851156
1730,import,La_Rochelle,6106796.395495415,101764001.0,0.06000939758152212
1730,import,Nantes,10994596.215964913,101764001.0,0.10804013313082013
1730,import,Bordeaux,12221406.948503494,101764001.0,0.12009558221382721
1731,import,La_Rochelle,5353240.922924042,91055154.30371094,0.05879119050272008
1731,import,Nantes,11318221.855080128,91055154.30371094,0.12430072675873612
1731,import,Bordeaux,9654827.2991333,91055154.30371094,0.1060327377726471
1732,import,La_Rochelle,6179041.954520464,112012202.0,0.055164007529469546
1732,import,Nantes,6820224.075405896,112012202.0,0.06088822426154872
1732,import,Bordeaux,10587350.339209557,112012202.0,0.09451961616833099
1733,import,La_Rochelle,4642898.265668035,101907071.0,0.04556011884266632
1733,import,Bordeaux,10212315.468334198,101907071.0,0.10021203993130366
1734,import,La_Rochelle,6258198.659152031,102223714.0,0.061220615200422386
1734,import,Nantes,9618373.125793219,102223714.0,0.09409140745750265
1734,import,Bordeaux,9705263.04538536,102223714.0,0.09494140513604662
1735,import,La_Rochelle,6014957.935337067,107925685.0,0.05573240452758828
1735,import,Nantes,10250929.624267101,107925685.0,0.09498137189740423
1735,import,Bordeaux,9054886.461406708,107925685.0,0.08389927255413489
1736,import,La_Rochelle,6826759.014907837,123821883.0,0.0551337037485356
1736,import,Nantes,12505869.77415657,123821883.0,0.1009988660417688
1736,import,Bordeaux,11029223.332267761,123821883.0,0.08907329677959881
1737,import,La_Rochelle,6236667.9100904465,120226132.0,0.051874478587487505
1737,import,Nantes,13009782.373774737,120226132.0,0.10821093681841762
1737,import,Bordeaux,12091027.076156616,120226132.0,0.10056904331045613
1738,import,La_Rochelle,7337047.696236372,137688105.0,0.05328744771551887
1738,import,Nantes,11174263.095489502,137688105.0,0.08115634313864296
1738,import,Bordeaux,14163970.29865551,137688105.0,0.10286996323070544
1739,import,La_Rochelle,8707137.361112118,170621304.0,0.05103194710733261
1739,import,Nantes,40767844.70523104,170621304.0,0.23893759893683053
1739,import,Bordeaux,12525634.893277168,170621304.0,0.07341190460762842
1740,import,La_Rochelle,9775962.175017357,175579630.0,0.055678225173485994
1740,import,Nantes,15781864.560791492,175579630.0,0.08988437075981703
1740,import,Bordeaux,15215823.995636463,175579630.0,0.08666053115407786
1741,import,La_Rochelle,7074108.8021354675,189287497.0,0.037372298298896454
1741,import,Nantes,36724337.93325219,189287497.0,0.1940135429718963
1741,import,Bordeaux,16893245.12817192,189287497.0,0.08924649221903928
1742,import,Nantes,39307931.97446346,175859707.0,0.22351869365086263
1742,import,Bordeaux,19306091.27490902,175859707.0,0.10978120914820483
1743,import,Nantes,22062463.088638306,190217505.0,0.11598545091125186
1743,import,Bordeaux,22053274.61632538,190217505.0,0.11593714582853654
1744,import,La_Rochelle,5592241.1752233505,141930181.0,0.039401353086581006
1744,import,Nantes,14908209.771154001,141930181.0,0.10503903867461425
1744,import,Bordeaux,18768215.923477173,141930181.0,0.13223555265864964
1745,import,Nantes,8151658.056047916,143019160.0,0.05699696499439597
1745,import,Bordeaux,17239608.727100372,143019160.0,0.1205405536370118
1746,import,La_Rochelle,9353646.013767242,122149598.0,0.07657533194474568
1746,import,Nantes,8183454.382382214,122149598.0,0.06699534436766803
1746,import,Bordeaux,11962451.296737105,122149598.0,0.09793279300630285
1747,import,La_Rochelle,11180400.71231842,134222995.0,0.0832972078466765
1747,import,Bordeaux,20593033.433526993,134222995.0,0.15342403463375998
1748,import,La_Rochelle,8188965.9293437,136094233.0,0.06017129270528091
1748,import,Bordeaux,12264367.441811085,136094233.0,0.09011673141073571
1749,import,La_Rochelle,10665812.886612177,215007961.0,0.04960659520236173
1749,import,Nantes,23864124.470351517,215007961.0,0.11099181797436569
1749,import,Bordeaux,29675317.457570195,215007961.0,0.13801962178307525
1750,import,La_Rochelle,11434237.197552681,212336043.0,0.053849723466649894
1750,import,Nantes,19368854.387716487,212336043.0,0.09121793038083735
1750,import,Bordeaux,25152869.964051962,212336043.0,0.11845784450288528
1751,import,La_Rochelle,8930031.675410986,211991920.0,0.0421243964176134
1751,import,Bordeaux,26737232.48575616,211991920.0,0.12612382814286582
1752,import,La_Rochelle,9562134.84371519,254371261.0,0.03759125463357746
1752,import,Bordeaux,26313651.39997244,254371261.0,0.10344585035481835
1753,import,La_Rochelle,8358230.413752794,242665786.0,0.03444338219872823
1753,import,Bordeaux,31241378.301695347,242665786.0,0.12874241077271334
1754,import,La_Rochelle,10592659.231267363,247867776.0,0.04273512032184193
1754,import,Bordeaux,31255901.066218376,247867776.0,0.12609909029166574
1755,import,Nantes,15820236.707483888,253292479.0,0.06245837527407945
1755,import,Bordeaux,28538402.26216936,253292479.0,0.11266975780267587
1756,import,La_Rochelle,7069464.791436672,173662764.0,0.040708005726758284
1756,import,Nantes,7039868.768955708,173662764.0,0.040537583341445076
1756,import,Bordeaux,16705121.224610806,173662764.0,0.09619287888686838
1757,import,La_Rochelle,7261098.020611048,147126467.33668804,0.04935276535930522
1757,import,Bordeaux,11011190.57124281,147126467.33668804,0.07484167037086885
1758,import,La_Rochelle,2489366.120152712,125748327.0,0.019796415423902314
1758,import,Nantes,3041718.785045624,125748327.0,0.024188940382845997
1758,import,Bordeaux,4681610.681452274,125748327.0,0.037230003715693766
1759,import,La_Rochelle,2537916.18048954,131250767.0,0.019336391234114007
1759,import,Nantes,3829024.1614551544,131250767.0,0.029173346937128027
1759,import,Bordeaux,8256959.73637867,131250767.0,0.06290980178712914
1760,import,La_Rochelle,2857492.649731636,118050835.0,0.02420561150399009
1760,import,Nantes,2325837.7275943756,118050835.0,0.019702001494477997
1760,import,Bordeaux,8626459.764903069,118050835.0,0.07307411052961267
1761,import,La_Rochelle,1736264.4395890236,133970528.0131836,0.012960047745860669
1761,import,Nantes,2497940.9098193645,133970528.0131836,0.018645450957493804
1761,import,Bordeaux,11761993.95011878,133970528.0131836,0.08779538398894211
1762,import,La_Rochelle,1657889.8285677433,140197377.80532122,0.011825398267219359
1762,import,Nantes,1557436.6544408798,140197377.80532122,0.01110888576392309
1762,import,Bordeaux,8980650.321041107,140197377.80532122,0.0640571918079073
1763,import,Nantes,12612316.600389391,184822289.0,0.06824023589703183
1763,import,Bordeaux,15484627.166627288,184822289.0,0.08378116757674875
1764,import,La_Rochelle,8847346.41254139,232923512.0,0.037983912987459116
1764,import,Nantes,18930459.15163076,232923512.0,0.08127328576271321
1765,import,La_Rochelle,4171057.232175827,220122239.0,0.018948822486654006
1765,import,Nantes,16108269.947700977,220122239.0,0.07317874841215374
1765,import,Bordeaux,12208544.614886284,220122239.0,0.05546256784570633
1766,import,La_Rochelle,4934124.959798813,212090200.0,0.023264276047638283
1766,import,Nantes,17623089.957985878,212090200.0,0.0830924293436749
1766,import,Bordeaux,25701500.560480118,212090200.0,0.12118193372668853
1767,import,La_Rochelle,6113870.071941376,237939635.0,0.025695046863215436
1767,import,Nantes,15138961.644994259,237939635.0,0.06362522008993693
1767,import,Bordeaux,28239948.992523193,237939635.0,0.11868535056180612
1768,import,La_Rochelle,7401081.641965866,231078361.0,0.03202844961309841
1768,import,Bordeaux,18740052.797035217,231078361.0,0.08109825911840883
1769,import,La_Rochelle,4993416.519935608,290369750.0,0.017196751796409948
1769,import,Nantes,25702283.348709106,290369750.0,0.08851570574658382
1769,import,Bordeaux,59462169.09163761,290369750.0,0.20478086677981303
1770,import,La_Rochelle,4675885.097898483,338735088.0,0.013803958501926684
1770,import,Nantes,31402321.612890244,338735088.0,0.09270466132782278
1770,import,Bordeaux,120965563.11725235,338735088.0,0.35710963346452124
1771,import,La_Rochelle,5076204.043848038,336694842.0,0.015076572048727845
1771,import,Nantes,24093575.341314673,336694842.0,0.07155908655504344
1771,import,Bordeaux,93415459.19126487,336694842.0,0.27744844155131093
1772,import,La_Rochelle,6812748.544082642,300249874.0,0.022690262791193183
1772,import,Nantes,26390577.738796473,300249874.0,0.08789538322602751
1772,import,Bordeaux,71456679.75199127,300249874.0,0.23799070687367307
1773,import,La_Rochelle,10656918.013851166,331014601.0,0.032194706764162244
1773,import,Bordeaux,75613889.10462475,331014601.0,0.22843067609765272
1774,import,La_Rochelle,10279879.916202545,295602665.0,0.03477600554177191
1774,import,Nantes,28423559.336773872,295602665.0,0.0961546112474117
1774,import,Bordeaux,60394668.16686249,295602665.0,0.2043102966167862
1775,import,La_Rochelle,10256685.816368103,293060244.0,0.03499855755381171
1775,import,Nantes,9274319.790298462,293060244.0,0.0316464617094172
1775,import,Bordeaux,47402819.8539772,293060244.0,0.16175111030746703
1776,import,La_Rochelle,9773015.356636047,370927980.0,0.02634747412863286
1776,import,Nantes,29713394.821153164,370927980.0,0.08010556340654906
1776,import,Bordeaux,65286989.58002567,370927980.0,0.176009880893929
1777,import,Bordeaux,120227951.94250488,355719346.0,0.33798541826427647
1778,import,La_Rochelle,8974251.519104004,353875355.0,0.025359922335094525
1778,import,Nantes,28386346.6424762,353875355.0,0.08021566419191922
1778,import,Bordeaux,132324430.74135971,353875355.0,0.3739294892162234
1779,import,La_Rochelle,4113823.077774048,210748035.0,0.019520101707112228
1779,import,Nantes,10201460.904055834,210748035.0,0.04840595977113539
1780,import,La_Rochelle,3697571.195400238,219646992.0,0.016834153574023167
1780,import,Bordeaux,32531869.886663437,219646992.0,0.14810979012479913
1789,import,La_Rochelle,13038149.546619415,636524000.0,0.020483358909670988
1789,import,Nantes,60842651.625823975,636524000.0,0.09558579350633122
1789,import,Bordeaux,119587955.89012909,636524000.0,0.1878765857848708
1718,total,La_Rochelle,7535999.959336374,136318338.0,0.05528236383967925
1718,total,Bordeaux,14262815.556732655,136318338.0,0.10462873716031261
1719,total,La_Rochelle,11009032.880535126,174209394.0,0.06319425507292176
1719,total,Bordeaux,9791678.445399284,174209394.0,0.05620637452765196
1720,total,La_Rochelle,17032139.767669678,263169327.0,0.06471931954163365
1720,total,Bordeaux,26143347.38472092,263169327.0,0.09934040445648486
1721,total,La_Rochelle,12694425.240963936,146462061.0,0.0866738126876689
1721,total,Bordeaux,24476269.783797503,146462061.0,0.1671167919984241
1722,total,La_Rochelle,16680142.874665976,195070366.0,0.08550833843550576
1723,total,La_Rochelle,15765323.805407047,277789928.0,0.05675268329169605
1723,total,Bordeaux,41182519.059625626,277789928.0,0.14825058401550695
1724,total,La_Rochelle,16495748.500537872,225666073.0,0.07309804385410594
1724,total,Bordeaux,39003929.62331247,225666073.0,0.17283913839947254
1725,total,La_Rochelle,11295003.649202824,200195539.0,0.056419856834086714
1725,total,Bordeaux,30239035.759435654,200195539.0,0.1510475004112637
1726,total,La_Rochelle,7540786.417445421,191577707.34375,0.039361502556844494
1726,total,Bordeaux,22301467.770775795,191577707.34375,0.11640951382072875
1727,total,La_Rochelle,13433936.000761509,207346647.0,0.06478974314333383
1728,total,La_Rochelle,14074921.732306719,221728797.0,0.06347809541539487
1728,total,Nantes,17488378.992535114,221728797.0,0.07887283577574777
1728,total,Bordeaux,22648175.44682932,221728797.0,0.1021435905180567
1729,total,La_Rochelle,11862048.465710163,221138108.0,0.05364090600662172
1729,total,Bordeaux,20213129.660751343,221138108.0,0.09140500406538407
1730,total,La_Rochelle,13076219.105104446,220317768.0,0.0593516320712928
1730,total,Nantes,10994596.215964913,220317768.0,0.04990335693653593
1730,total,Bordeaux,24175041.692468643,220317768.0,0.10972806193492593
1731,total,La_Rochelle,11781660.362269402,219514824.30371094,0.05367136547447393
1731,total,Nantes,31984867.475803137,219514824.30371094,0.1457070955333308
1731,total,Bordeaux,12933775.951351166,219514824.30371094,0.058919829184094503
1732,total,La_Rochelle,13991587.104809046,240754999.0,0.05811545829961789
1732,total,Nantes,24796783.43348056,240754999.0,0.10299592339297828
1732,total,Bordeaux,20408241.94162655,240754999.0,0.08476767679339671
1733,total,La_Rochelle,11413020.490279317,226767635.0,0.050329141944260775
1733,total,Bordeaux,20393264.948135376,226767635.0,0.08993022724841389
1734,total,La_Rochelle,14179104.492167473,219573380.0,0.06457569898576719
1734,total,Nantes,30094291.147585392,219573380.0,0.1370580128956679
1734,total,Bordeaux,24703601.634797573,219573380.0,0.11250727039314863
1735,total,La_Rochelle,14855324.063091278,245861358.0,0.0604215488921658
1735,total,Nantes,33177040.743272305,245861358.0,0.1349420706578555
1735,total,Bordeaux,19702022.670145035,245861358.0,0.08013468578557609
1736,total,La_Rochelle,14332890.075367928,264311450.0,0.054227276477685424
1736,total,Nantes,30907823.57840824,264311450.0,0.11693713449950141
1736,total,Bordeaux,24572683.314920425,264311450.0,0.09296866751296785
1737,total,La_Rochelle,12943587.806517601,249230252.0,0.051934256386008876
1737,total,Nantes,25297815.62183401,249230252.0,0.10150379185041312
1737,total,Bordeaux,26113057.69494629,249230252.0,0.10477483164823141
1738,total,La_Rochelle,15440289.621860743,287696391.0,0.05366869416815431
1738,total,Nantes,11174263.095489502,287696391.0,0.038840470179862294
1738,total,Bordeaux,35479947.108828545,287696391.0,0.1233242689819788
1739,total,La_Rochelle,16468340.522336483,336174157.0,0.04898752679057505
1739,total,Nantes,67291105.60321102,336174157.0,0.200167395982229
1739,total,Bordeaux,31549552.418549538,336174157.0,0.09384883329550385
1740,total,La_Rochelle,19592794.062119484,384396676.0,0.05097024840589278
1740,total,Nantes,40152182.89767611,384396676.0,0.10445507311742755
1740,total,Bordeaux,34215493.81003618,384396676.0,0.08901089927748539
1741,total,La_Rochelle,16755715.985396385,407540519.0,0.04111423331969694
1741,total,Nantes,58055396.1948492,407540519.0,0.14245306537200833
1741,total,Bordeaux,16893245.12817192,407540519.0,0.04145169459376362
1742,total,Nantes,61059839.33163631,387544851.0,0.157555542730295
1742,total,Bordeaux,52762324.602469444,387544851.0,0.13614507963742614
1743,total,Nantes,40443761.580379486,412443944.0,0.09805880815740499
1743,total,Bordeaux,61082613.44408226,412443944.0,0.14809918858714594
1744,total,La_Rochelle,11166413.170374691,308922825.0,0.03614628724949246
1744,total,Nantes,30708149.52186735,308922825.0,0.09940395152694641
1744,total,Bordeaux,46519817.94897461,308922825.0,0.1505871828958401
1745,total,Nantes,24058836.81832981,327142936.0,0.07354227822400485
1745,total,Bordeaux,37745629.03819656,327142936.0,0.11537962426979186
1746,total,La_Rochelle,21321328.325389862,298944419.0,0.0713220484152603
1746,total,Nantes,29253336.013816953,298944419.0,0.09785543450408737
1746,total,Bordeaux,35852053.17454472,298944419.0,0.11992882588165903
1747,total,La_Rochelle,47706829.14448738,316804251.0,0.1505877177907167
1747,total,Bordeaux,41561901.24640465,316804251.0,0.13119110970011777
1748,total,La_Rochelle,23030805.985238552,315987428.0,0.07288519714537045
1748,total,Bordeaux,32208934.508347034,315987428.0,0.10193106324580431
1749,total,La_Rochelle,23321457.32813859,468452512.0,0.04978403729456059
1749,total,Nantes,44411069.5976246,468452512.0,0.09480378151462363
1749,total,Bordeaux,67491695.63849366,468452512.0,0.14407371912757222
1750,total,La_Rochelle,21139169.511262774,463536371.0,0.045604122640168776
1750,total,Nantes,35756157.5615408,463536371.0,0.07713776048339645
1750,total,Bordeaux,58859614.457719564,463536371.0,0.12697949533224345
1751,total,La_Rochelle,20647303.796989202,469970354.0,0.04393320476761222
1751,total,Nantes,15755534.825126886,469970354.0,0.03352452913471833
1751,total,Bordeaux,60095279.15152383,469970354.0,0.12787036169418428
1752,total,La_Rochelle,19547146.676436424,549413978.0,0.035578175035867805
