port,date_departure
Bordeaux,"06,29,1783"
Bordeaux,"06,28,1783"
Bordeaux,"08,04,1783"
Bordeaux,"10,08,1783"
Bordeaux,"10,10,1783"
Bordeaux,"11,17,1783"
Bordeaux,",,1783"
Bordeaux,"04,29,1784"
La Rochelle,"03,17,1783"
La Rochelle,"04,15,1783"
La Rochelle,"05,16,1783"
La Rochelle,"05,17,1783"
La Rochelle,"05,17,1783"
La Rochelle,"07,08,1783"
La Rochelle,"07,08,1783"
La Rochelle,"08,01,1783"
La Rochelle,"05,31,1783"
La Rochelle,"07,26,1783"
La Rochelle,"09,11,1783"
La Rochelle,"09,11,1783"
La Rochelle,"09,11,1783"
La Rochelle,"11,07,1783"
Nantes,"01,28,1783"
Nantes,"02,27,1783"
Nantes,"03,18,1783"
Nantes,"03,25,1783"
Nantes,"03,26,1783"
Nantes,"06,01,1783"
Nantes,"05,12,1783"
Nantes,"06,07,1783"
Nantes,"12,18,1783"
Bordeaux,",,1783"
Bordeaux,"03,03,1783"
La Rochelle,"11,27,1782"
La Rochelle,"01,28,1783"
La Rochelle,"07,03,1783"
Nantes,"04,08,1782"
Nantes,"06,29,1781"
La Rochelle,"04,30,1782"
La Rochelle,"03,09,1781"
Bordeaux,"03,02,1778"
La Rochelle,"11,10,1777"
La Rochelle,"03,11,1778"
Nantes,",,1775"
Nantes,"02,08,1777"
Nantes,"05,17,1777"
Nantes,"06,08,1777"
Nantes,"06,08,1777"
Nantes,"07,09,1777"
Nantes,"08,01,1777"
Nantes,"08,15,1777"
Nantes,"08,11,1777"
Nantes,"08,28,1777"
Nantes,"09,06,1777"
Nantes,"10,09,1777"
Nantes,"09,25,1777"
Nantes,"10,31,1777"
Nantes,"11,08,1777"
Nantes,"12,09,1777"
Nantes,"01,07,1778"
Nantes,"07,08,1778"
Bordeaux,"06,25,1777"
Bordeaux,"07,24,1777"
Bordeaux,"11,14,1777"
Bordeaux,",,1778"
La Rochelle,"06,02,1777"
La Rochelle,"07,15,1777"
La Rochelle,"07,15,1777"
La Rochelle,"07,28,1777"
La Rochelle,"09,02,1777"
La Rochelle,"09,19,1777"
La Rochelle,"11,04,1777"
La Rochelle,"01,29,1778"
La Rochelle,"01,30,1778"
Nantes,"08,14,1775"
Nantes,"03,25,1776"
Nantes,"04,27,1776"
Nantes,"05,11,1776"
Nantes,"05,21,1776"
Nantes,"05,22,1776"
Nantes,"06,02,1776"
Nantes,"06,03,1776"
Nantes,"06,19,1776"
Nantes,"07,19,1776"
Nantes,"06,19,1776"
Nantes,"07,25,1776"
Nantes,"07,31,1776"
Nantes,"08,21,1776"
Nantes,"09,17,1776"
Nantes,"10,04,1776"
Nantes,"10,06,1776"
Nantes,"01,22,1777"
Nantes,"04,03,1777"
Nantes,"04,05,1777"
Nantes,"04,19,1777"
Nantes,"05,10,1777"
Nantes,"06,05,1777"
Nantes,"09,24,1777"
Bordeaux,"12,09,1775"
Bordeaux,"01,30,1776"
Bordeaux,"05,22,1776"
Bordeaux,"06,14,1776"
Bordeaux,"06,15,1776"
Bordeaux,"08,23,1776"
Bordeaux,"11,25,1776"
Bordeaux,"12,27,1776"
Bordeaux,"12,31,1776"
La Rochelle,"01,27,1776"
La Rochelle,"04,10,1776"
La Rochelle,"04,30,1776"
La Rochelle,"06,17,1776"
La Rochelle,"07,03,1776"
La Rochelle,"10,04,1776"
La Rochelle,"10,14,1776"
La Rochelle,"01,03,1777"
La Rochelle,"02,08,1777"
La Rochelle,"03,29,1777"
La Rochelle,",,1777"
Nantes,"09,08,1774"
Nantes,"10,04,1774"
Nantes,"11,12,1774"
Nantes,"03,14,1775"
Nantes,"05,01,1775"
Nantes,"05,02,1775"
Nantes,"05,11,1775"
Nantes,"05,11,1775"
Nantes,"05,16,1775"
Nantes,"05,20,1775"
Nantes,"08,05,1775"
Nantes,"08,07,1775"
Nantes,"09,27,1775"
Nantes,"09,27,1775"
Nantes,"10,16,1775"
Nantes,"10,25,1775"
Nantes,"10,26,1775"
Nantes,"10,26,1775"
Nantes,"10,27,1775"
Nantes,"12,08,1775"
Nantes,"04,26,1776"
Nantes,"05,22,1776"
Nantes,"06,03,1776"
Nantes,"06,19,1776"
Bordeaux,"11,23,1774"
Bordeaux,"01,16,1775"
Bordeaux,"02,22,1775"
Bordeaux,"06,09,1775"
Bordeaux,"08,20,1775"
Bordeaux,"09,17,1775"
Bordeaux,"11,27,1775"
Bordeaux,"12,11,1775"
Bordeaux,"03,15,1776"
Bordeaux,"06,11,1776"
La Rochelle,"10,28,1774"
La Rochelle,",,1774"
La Rochelle,"05,18,1775"
La Rochelle,"05,24,1775"
La Rochelle,"05,31,1775"
La Rochelle,"07,22,1775"
La Rochelle,"07,27,1775"
La Rochelle,"08,21,1775"
La Rochelle,"10,14,1775"
La Rochelle,"11,23,1775"
La Rochelle,"05,01,1776"
Nantes,"09,21,1773"
Nantes,"01,03,1774"
Nantes,"01,06,1774"
Nantes,"01,10,1774"
Nantes,"03,10,1774"
Nantes,"04,28,1774"
Nantes,"06,09,1774"
Nantes,"09,08,1774"
Nantes,"10,11,1774"
Nantes,"11,12,1774"
Nantes,"11,12,1774"
Nantes,"11,23,1774"
Nantes,"12,19,1774"
Nantes,"04,09,1775"
Nantes,"12,01,1775"
Bordeaux,"02,12,1774"
Bordeaux,"04,08,1774"
Bordeaux,"04,09,1774"
Bordeaux,"07,19,1774"
Bordeaux,"12,21,1774"
Bordeaux,"04,07,1775"
Bordeaux,"06,03,1775"
La Rochelle,"12,07,1773"
La Rochelle,"01,22,1774"
La Rochelle,"03,20,1774"
La Rochelle,"12,07,1774"
La Rochelle,"03,30,1774"
La Rochelle,"04,14,1774"
La Rochelle,"05,20,1774"
La Rochelle,"06,16,1774"
La Rochelle,"08,01,1774"
La Rochelle,"08,13,1774"
Nantes,"01,31,1773"
Nantes,"03,07,1773"
Nantes,"03,22,1773"
Nantes,"04,23,1773"
Nantes,"05,29,1773"
Nantes,"05,29,1773"
Nantes,"06,01,1773"
Nantes,"06,23,1773"
Nantes,"07,12,1773"
Nantes,"08,24,1773"
Nantes,"10,15,1773"
Nantes,"10,15,1773"
Nantes,"10,19,1773"
Nantes,"11,17,1773"
Nantes,"11,19,1773"
Nantes,"11,20,1773"
Nantes,"12,09,1773"
Nantes,"12,31,1773"
Nantes,"12,31,1773"
Nantes,"01,01,1774"
Nantes,"01,03,1774"
Nantes,"03,12,1774"
Nantes,"08,08,1774"
Bordeaux,"09,27,1774"
Bordeaux,",,1774"
Bordeaux,"02,02,1773"
Bordeaux,"05,09,1773"
Bordeaux,"08,19,1773"
Bordeaux,"10,15,1773"
Bordeaux,"01,03,1774"
Bordeaux,"02,14,1774"
Bordeaux,"02,19,1774"
Bordeaux,"06,20,1774"
Bordeaux,"12,21,1774"
La Rochelle,"06,11,1773"
La Rochelle,"10,15,1773"
La Rochelle,"01,25,1774"
La Rochelle,"01,07,1774"
Nantes,"10,30,1771"
Nantes,"12,31,1771"
Nantes,"01,17,1772"
Nantes,"02,18,1772"
Nantes,"04,17,1772"
Nantes,"04,17,1772"
Nantes,"04,18,1772"
Nantes,"05,13,1772"
Nantes,"07,03,1772"
Nantes,"08,06,1772"
Nantes,"08,27,1772"
Nantes,"09,16,1772"
Nantes,"09,16,1772"
Nantes,"10,19,1772"
Nantes,"12,08,1772"
Nantes,"03,06,1773"
Nantes,"04,26,1773"
Bordeaux,"10,30,1771"
Bordeaux,"11,28,1771"
Bordeaux,"02,19,1772"
Bordeaux,"08,05,1772"
Bordeaux,"08,05,1772"
Bordeaux,"09,22,1772"
Bordeaux,"11,24,1772"
Bordeaux,"01,23,1773"
Bordeaux,"11,24,1773"
La Rochelle,"08,28,1771"
La Rochelle,"04,25,1772"
La Rochelle,"06,19,1772"
La Rochelle,"06,20,1772"
La Rochelle,"12,08,1772"
La Rochelle,"12,29,1772"
La Rochelle,"07,16,1773"
Nantes,"03,23,1771"
Nantes,"04,19,1771"
Nantes,"05,30,1771"
Nantes,"06,07,1771"
Nantes,"06,08,1771"
Nantes,"06,23,1771"
Nantes,"06,24,1771"
Nantes,"07,02,1771"
Nantes,"07,15,1771"
Nantes,"10,23,1771"
Nantes,"09,02,1771"
Nantes,"09,17,1771"
Nantes,"10,25,1771"
Nantes,"11,09,1771"
Nantes,"11,09,1771"
Nantes,"11,09,1771"
Nantes,"11,09,1771"
Nantes,"11,10,1771"
Nantes,"11,,1771"
Nantes,"02,20,1772"
Nantes,"04,17,1772"
Nantes,"04,17,1772"
Rochefort,"07,08,1771"
Bordeaux,"07,15,1771"
Bordeaux,"07,20,1771"
Bordeaux,"08,01,1771"
Bordeaux,"08,20,1771"
Bordeaux,"09,06,1771"
Bordeaux,"09,09,1771"
Bordeaux,"09,18,1771"
Bordeaux,"12,19,1771"
Bordeaux,"09,18,1772"
La Rochelle,"01,10,1771"
La Rochelle,"03,23,1771"
La Rochelle,"06,27,1771"
La Rochelle,"08,13,1771"
La Rochelle,"09,14,1771"
La Rochelle,"10,16,1771"
La Rochelle,"10,27,1771"
Nantes,"10,24,1769"
Nantes,"12,01,1769"
Nantes,"03,06,1770"
Nantes,"03,18,1770"
Nantes,"04,11,1770"
Nantes,"05,05,1770"
Nantes,"06,26,1770"
Nantes,"06,01,1770"
Nantes,"08,11,1770"
Nantes,"10,01,1770"
Nantes,"10,04,1770"
Nantes,"10,09,1770"
Nantes,"10,11,1770"
Nantes,"03,18,1771"
Rochefort,"02,12,1770"
Bordeaux,"12,22,1769"
Bordeaux,"05,09,1770"
La Rochelle,"11,19,1770"
Bordeaux,"12,05,1770"
Bordeaux,"01,02,1771"
La Rochelle,"06,15,1770"
La Rochelle,"09,28,1770"
La Rochelle,"10,03,1770"
La Rochelle,"09,18,1771"
Rochefort,"10,01,1771"
Nantes,"08,15,1768"
Nantes,"11,14,1768"
Nantes,"12,08,1768"
Nantes,"12,08,1768"
Nantes,"03,03,1769"
Nantes,"03,05,1769"
Nantes,"03,08,1769"
Nantes,"03,24,1769"
Nantes,"03,24,1769"
Nantes,"04,21,1769"
Nantes,"05,01,1769"
Nantes,"05,02,1769"
Nantes,"06,01,1769"
Nantes,"06,07,1769"
Nantes,"06,07,1769"
Nantes,"06,07,1769"
Nantes,"06,12,1769"
Nantes,"07,03,1769"
Nantes,"08,18,1769"
Nantes,"09,04,1769"
Nantes,"10,20,1769"
Nantes,"10,24,1769"
Nantes,"11,16,1769"
Nantes,"01,03,1770"
Nantes,"01,05,1770"
Nantes,"01,05,1770"
Nantes,"01,05,1770"
Nantes,"02,08,1770"
Nantes,"03,06,1770"
Nantes,"05,26,1770"
Bordeaux,"3,3,1769"
Bordeaux,"6,6,1769"
Bordeaux,"6,13,1769"
Bordeaux,"06,30,1769"
Bordeaux,"08,04,1769"
Bordeaux,"08,14,1769"
Bordeaux,"10,06,1769"
Bordeaux,"10,27,1769"
Bordeaux,"11,21,1769"
La Rochelle,"01,14,1769"
La Rochelle,"09,02,1769"
La Rochelle,"10,24,1769"
Bordeaux,"3,26,1769"
Nantes,"09,24,1767"
Nantes,"02,01,1768"
Nantes,"02,01,1768"
Nantes,"03,05,1768"
Nantes,"03,08,1768"
Nantes,"05,11,1768"
Nantes,"05,27,1768"
Nantes,"06,03,1768"
Nantes,"06,22,1768"
Nantes,"07,01,1768"
Nantes,"07,09,1768"
Nantes,"07,29,1768"
Nantes,"08,07,1768"
Nantes,"08,09,1768"
Nantes,"09,25,1768"
Nantes,"09,27,1768"
Nantes,"11,09,1768"
Nantes,"11,09,1768"
Nantes,"11,14,1768"
Nantes,"01,20,1769"
Nantes,"01,20,1769"
Nantes,"04,23,1769"
Bordeaux,"5,24,1767"
Bordeaux,"7,7,1767"
Bordeaux,"2,6,1768"
Bordeaux,"5,5,1768"
Bordeaux,"7,11,1768"
Bordeaux,"7,11,1768"
Bordeaux,"8,7,1768"
Bordeaux,"8,8,1768"
Bordeaux,"9,20,1768"
Bordeaux,"10,12,1768"
La Rochelle,"05,28,1768"
La Rochelle,"07,16,1768"
La Rochelle,"11,06,1768"
La Rochelle,"11,23,1768"
La Rochelle,"01,28,1769"
La Rochelle,"02,20,1769"
Nantes,"11,05,1766"
Nantes,"11,06,1766"
Nantes,"12,08,1766"
Nantes,"02,03,1767"
Nantes,"03,03,1767"
Nantes,"03,06,1767"
Nantes,"03,06,1767"
Nantes,"03,23,1767"
Nantes,"03,27,1767"
Nantes,"04,27,1767"
Nantes,"05,01,1767"
Nantes,"05,26,1767"
Nantes,"05,26,1767"
Nantes,"06,09,1767"
Nantes,"06,20,1767"
Nantes,"06,30,1767"
Nantes,"08,01,1767"
Nantes,"09,19,1767"
Nantes,"09,19,1767"
Nantes,"09,24,1767"
Nantes,"11,21,1767"
Nantes,"12,21,1767"
Nantes,"12,22,1767"
Nantes,"01,16,1768"
Bordeaux,"4,30,1767"
Bordeaux,"7,15,1767"
Bordeaux,"10,5,1767"
Bordeaux,"10,11,1767"
Bordeaux,"10,2,1767"
Bordeaux,"12,21,1767"
Bordeaux,",,1767"
Bordeaux,"5,18,1768"
Nantes,"11,11,1765"
Nantes,"12,02,1765"
Nantes,"12,29,1765"
Nantes,"01,01,1766"
Nantes,"02,21,1766"
Nantes,"02,27,1766"
Nantes,"03,08,1766"
Nantes,"04,06,1766"
Nantes,"04,10,1766"
Nantes,"04,27,1766"
Nantes,"05,16,1766"
Nantes,"05,16,1766"
Nantes,"05,17,1766"
Nantes,"06,10,1766"
Nantes,"06,10,1766"
Nantes,"07,09,1766"
Nantes,"07,11,1766"
Nantes,"09,05,1766"
Nantes,"09,09,1766"
Nantes,"09,26,1766"
Nantes,"10,01,1766"
Nantes,"10,10,1766"
Nantes,"10,11,1766"
Nantes,"12,23,1766"
Nantes,"01,01,1767"
Nantes,"03,06,1767"
Bordeaux,"3,4,1766"
Bordeaux,"5,13,1766"
Bordeaux,"5,27,1766"
Bordeaux,"8,16,1766"
Bordeaux,"8,26,1766"
Bordeaux,"9,15,1766"
Bordeaux,"11,5,1766"
La Rochelle,"02,21,1766"
La Rochelle,"04,12,1766"
La Rochelle,"04,30,1766"
La Rochelle,"05,17,1766"
La Rochelle,"03,06,1767"
Bordeaux,"9,19,1764"
Nantes,"08,11,1764"
Nantes,"10,05,1764"
Nantes,"10,23,1764"
Nantes,"12,27,1764"
Nantes,"01,28,1765"
Nantes,"02,15,1765"
Nantes,"02,18,1765"
Nantes,"02,20,1765"
Nantes,"02,25,1765"
Nantes,"03,29,1765"
Nantes,"04,13,1765"
Nantes,"04,13,1765"
Nantes,"04,28,1765"
Nantes,"05,13,1765"
Nantes,"05,18,1765"
Nantes,"05,13,1765"
Nantes,"05,13,1765"
Nantes,"06,01,1765"
Nantes,"06,18,1765"
Nantes,"07,12,1765"
Nantes,"07,23,1765"
Nantes,"08,21,1765"
Nantes,"09,08,1765"
Nantes,"09,26,1765"
Nantes,"10,27,1765"
Nantes,"11,19,1765"
Nantes,"02,27,1766"
Nantes,",,1766"
Bordeaux,"9,19,1764"
Bordeaux,"11,24,1764"
Bordeaux,"9,13,1765"
Bordeaux,"11,29,1765"
La Rochelle,"11,14,1764"
La Rochelle,"02,17,1765"
La Rochelle,"04,27,1765"
La Rochelle,"06,19,1765"
La Rochelle,"07,11,1765"
La Rochelle,"11,11,1765"
Nantes,"08,30,1763"
Nantes,"10,13,1763"
Nantes,"10,14,1763"
Nantes,"12,17,1763"
Nantes,"01,20,1764"
Nantes,"02,01,1764"
Nantes,"02,20,1764"
Nantes,"04,04,1764"
Nantes,"04,04,1764"
Nantes,"05,05,1764"
Nantes,"05,05,1764"
Nantes,"05,17,1764"
Nantes,"05,17,1764"
Nantes,"06,02,1764"
Nantes,"06,14,1764"
Nantes,"07,02,1764"
Nantes,"07,04,1764"
Nantes,"08,11,1764"
Nantes,"09,02,1764"
Nantes,"09,05,1764"
Nantes,"09,27,1764"
Nantes,"10,23,1764"
Nantes,"10,23,1764"
Nantes,"11,29,1764"
Nantes,"12,18,1764"
Nantes,"12,18,1764"
Nantes,"12,25,1764"
Nantes,"01,29,1765"
Nantes,"01,31,1765"
Nantes,"04,14,1765"
Nantes,"10,25,1765"
Nantes,"10,27,1765"
Bordeaux,"1,12,1764"
Bordeaux,"1,24,1764"
Bordeaux,"9,11,1764"
Bordeaux,"10,3,1764"
Bordeaux,"11,20,1764"
La Rochelle,"05,27,1764"
Bordeaux,"4,9,1763"
Nantes,"05,12,1763"
Nantes,"05,13,1763"
Nantes,"05,19,1763"
Nantes,"05,22,1763"
Nantes,"06,07,1763"
Nantes,"06,07,1763"
Nantes,"06,09,1763"
Nantes,"06,09,1763"
Nantes,"06,09,1763"
Nantes,"07,22,1763"
Nantes,"07,23,1763"
Nantes,"08,13,1763"
Nantes,"07,30,1763"
Nantes,"08,18,1763"
Nantes,"08,30,1763"
Nantes,"09,23,1763"
Nantes,"09,24,1763"
Nantes,"10,15,1763"
Nantes,"11,12,1763"
Nantes,"11,13,1763"
Nantes,"11,17,1763"
Nantes,"11,18,1763"
Nantes,"12,17,1763"
Nantes,"12,17,1763"
Nantes,"03,21,1764"
Bordeaux,"3,12,1763"
Bordeaux,"5,12,1763"
Bordeaux,"7,,1763"
Bordeaux,"5,28,1764"
La Rochelle,"10,13,1763"
Nantes,"03,05,1763"
Nantes,"03,05,1763"
Nantes,"03,06,1763"
Nantes,"06,06,1763"
Nantes,"03,05,1757"
Nantes,"09,,1754"
Nantes,"12,29,1754"
Nantes,"01,24,1755"
Nantes,"01,26,1755"
Nantes,"02,23,1755"
Nantes,"03,19,1755"
Nantes,"03,19,1755"
Nantes,"03,19,1755"
Nantes,"03,20,1755"
Nantes,"05,12,1755"
Nantes,"06,12,1755"
Nantes,"06,14,1755"
Nantes,"07,05,1755"
Nantes,"08,09,1755"
Nantes,"10,18,1755"
Nantes,"05,16,1756"
La Rochelle,"01,04,1755"
La Rochelle,"2,13,1755"
La Rochelle,"04,14,1755"
Nantes,"09,11,1753"
Nantes,"11,22,1753"
Nantes,"01,24,1754"
Nantes,"03,01,1754"
Nantes,"03,22,1754"
Nantes,"03,24,1754"
Nantes,"04,23,1754"
Nantes,"05,02,1754"
Nantes,"05,10,1754"
Nantes,"05,11,1754"
Nantes,"05,15,1754"
Nantes,"05,27,1754"
Nantes,"06,13,1754"
Nantes,"06,13,1754"
Nantes,"06,13,1754"
Nantes,"07,29,1754"
Nantes,"07,29,1754"
Nantes,"08,,1754"
Nantes,"08,11,1754"
Nantes,"09,13,1754"
Nantes,"09,13,1754"
Nantes,"09,16,1754"
Nantes,"09,28,1754"
Nantes,"10,14,1754"
Nantes,",,1754"
Nantes,"10,24,1754"
Nantes,"10,24,1754"
Nantes,"11,19,1754"
Nantes,"11,21,1754"
Nantes,"12,,1754"
Nantes,"12,29,1754"
Nantes,"01,26,1755"
Nantes,"02,21,1755"
Nantes,"02,21,1755"
Nantes,"06,21,1755"
Nantes,"03,07,1755"
Nantes,",,1755"
Nantes,"04,16,1755"
Nantes,"05,24,1755"
Nantes,"08,27,1755"
Nantes,",,1755"
Bordeaux,",,1755"
Bordeaux,"01,24,1754"
Bordeaux,"02,27,1754"
Bordeaux,"12,07,1754"
Bordeaux,"01,30,1755"
Bordeaux,"08,07,1755"
La Rochelle,"02,22,1754"
La Rochelle,"05,01,1754"
La Rochelle,"08,28,1754"
La Rochelle,"09,23,1754"
La Rochelle,"08,02,1754"
La Rochelle,"09,15,1754"
La Rochelle,"09,24,1754"
La Rochelle,"11,02,1754"
La Rochelle,"01,26,1755"
La Rochelle,"07,07,1755"
La Rochelle,"7,8,1755"
Nantes,"07,03,1752"
Nantes,"09,26,1752"
Nantes,"10,26,1752"
Nantes,"11,13,1752"
Nantes,"11,18,1752"
Nantes,"11,21,1752"
Nantes,"11,27,1752"
Nantes,"12,29,1752"
Nantes,"02,05,1753"
Nantes,"02,26,1753"
Nantes,"02,26,1753"
Nantes,"02,26,1753"
Nantes,"02,26,1753"
Nantes,"04,07,1753"
Nantes,"05,06,1753"
Nantes,"05,23,1753"
Nantes,"05,23,1753"
Nantes,"05,24,1753"
Nantes,"05,30,1753"
Nantes,"06,07,1753"
Nantes,"06,16,1753"
Nantes,"06,14,1753"
Nantes,"07,18,1753"
Nantes,"07,18,1753"
Nantes,"08,22,1753"
Nantes,"08,23,1753"
Nantes,"09,17,1753"
Nantes,"09,25,1753"
Nantes,"11,07,1753"
Nantes,"11,07,1753"
Nantes,"11,22,1753"
Nantes,"11,22,1753"
Nantes,"12,02,1753"
Nantes,"03,23,1754"
Nantes,"05,01,1754"
Nantes,"08,11,1754"
Nantes,"08,18,1754"
Nantes,"10,14,1754"
Bordeaux,"01,22,1754"
Bordeaux,"01,10,1754"
Bordeaux,"03,26,1754"
Bordeaux,"09,24,1754"
Bordeaux,"10,03,1754"
Bordeaux,"11,21,1754"
La Rochelle,"07,22,1753"
La Rochelle,"09,24,1754"
Nantes,"02,13,1752"
Nantes,"02,13,1752"
Nantes,"04,17,1752"
Nantes,"04,28,1752"
Nantes,"05,04,1752"
Nantes,"05,14,1752"
Nantes,"05,14,1752"
Nantes,"05,15,1752"
Nantes,"05,26,1752"
Nantes,"05,28,1752"
Nantes,"05,27,1752"
Nantes,"06,04,1752"
Nantes,"06,16,1752"
Nantes,"07,03,1752"
Nantes,"07,24,1752"
Nantes,"07,24,1752"
Nantes,"08,09,1752"
Nantes,"09,28,1752"
Nantes,"09,28,1752"
Nantes,"09,28,1752"
Nantes,"10,18,1752"
Nantes,"10,18,1752"
Nantes,"10,28,1752"
Nantes,"12,30,1752"
Nantes,"01,01,1753"
Nantes,"02,27,1753"
Nantes,"09,05,1753"
Nantes,"09,10,1753"
Nantes,"11,22,1753"
Bordeaux,"05,24,1753"
Bordeaux,"05,20,1752"
Bordeaux,"08,31,1752"
Bordeaux,"01,04,1753"
Bordeaux,"02,20,1753"
La Rochelle,"05,26,1752"
La Rochelle,"09,11,1752"
La Rochelle,"10,11,1752"
La Rochelle,"05,28,1753"
La Rochelle,"12,29,1753"
Nantes,"02,18,1751"
Nantes,"04,03,1751"
Nantes,"04,20,1751"
Nantes,"05,30,1751"
Nantes,"06,04,1751"
Nantes,"06,22,1751"
Nantes,"07,02,1751"
Nantes,"07,20,1751"
Nantes,"08,24,1751"
Nantes,"08,24,1751"
Nantes,"08,24,1751"
Nantes,"08,24,1751"
Nantes,"09,27,1751"
Nantes,"10,13,1751"
Nantes,"10,26,1751"
Nantes,"12,09,1751"
Nantes,"01,28,1752"
Nantes,"06,16,1752"
Nantes,"07,03,1752"
Bordeaux,"02,25,1751"
Bordeaux,"12,10,1751"
Bordeaux,"05,18,1752"
Bordeaux,"05,20,1752"
Bordeaux,"08,01,1752"
Bordeaux,"10,13,1752"
Bordeaux,"11,22,1752"
Bordeaux,"12,06,1752"
Bordeaux,"12,14,1752"
La Rochelle,"07,23,1751"
La Rochelle,"12,,1751"
La Rochelle,"06,09,1752"
La Rochelle,"09,07,1752"
La Rochelle,"09,16,1752"
Nantes,"07,21,1749"
Nantes,"08,31,1749"
Nantes,"10,06,1749"
Nantes,"10,19,1749"
Nantes,"10,27,1749"
Nantes,"10,30,1749"
Nantes,"10,03,1749"
Nantes,"11,20,1749"
Nantes,"11,23,1749"
Nantes,"12,28,1749"
Nantes,"12,31,1749"
Nantes,"01,20,1750"
Nantes,"01,22,1750"
Nantes,"03,14,1750"
Nantes,"03,15,1750"
Nantes,"03,26,1750"
Nantes,"04,16,1750"
Nantes,"06,06,1750"
Nantes,"07,19,1750"
Nantes,"08,01,1750"
Nantes,"08,27,1750"
Nantes,"08,27,1750"
Nantes,"08,29,1750"
Nantes,"08,29,1750"
Nantes,"08,29,1750"
Nantes,"10,05,1750"
Nantes,"10,07,1750"
Nantes,"10,21,1750"
Nantes,"10,17,1750"
Nantes,"10,27,1750"
Nantes,"10,,1750"
Nantes,"11,21,1750"
Nantes,"12,27,1750"
Nantes,"01,03,1751"
Bordeaux,"02,,1750"
Bordeaux,"02,12,1750"
Bordeaux,"04,04,1750"
La Rochelle,"10,09,1749"
La Rochelle,"04,16,1750"
La Rochelle,"09,16,1750"
Nantes,"02,24,1749"
Nantes,"02,25,1749"
Nantes,"02,24,1749"
Nantes,"02,24,1749"
Nantes,"04,10,1749"
Nantes,"04,19,1749"
Nantes,"05,10,1749"
Nantes,"05,10,1749"
Nantes,"05,24,1749"
Nantes,"05,26,1749"
Nantes,"05,31,1749"
Nantes,"06,17,1749"
Nantes,"07,16,1749"
Nantes,"08,27,1749"
Nantes,"08,27,1749"
Nantes,"08,30,1749"
Nantes,"08,30,1749"
Nantes,"09,07,1749"
Nantes,"09,12,1749"
Nantes,"10,24,1749"
Nantes,"10,30,1749"
Nantes,"11,,1749"
Nantes,"11,20,1749"
Nantes,"11,20,1749"
Nantes,"11,30,1749"
Nantes,"12,28,1749"
Nantes,"12,31,1749"
Nantes,"01,01,1750"
Bordeaux,"07,31,1748"
Bordeaux,"01,05,1749"
Bordeaux,"07,08,1749"
Bordeaux,"07,15,1749"
Bordeaux,"09,06,1749"
Bordeaux,"11,14,1749"
Bordeaux,"03,25,1750"
Bordeaux,"04,16,1750"
La Rochelle,"04,19,1749"
La Rochelle,"12,04,1749"
La Rochelle,"12,14,1749"
La Rochelle,"12,29,1749"
La Rochelle,"05,15,1750"
La Rochelle,"06,26,1750"
La Rochelle,"06,28,1750"
La Rochelle,"09,15,1750"
La Rochelle,"09,09,1750"
Nantes,"08,11,1748"
Nantes,"08,19,1748"
Nantes,"09,03,1748"
Nantes,"09,04,1748"
Nantes,"09,05,1748"
Nantes,"09,05,1748"
Nantes,"09,26,1748"
Nantes,"10,12,1748"
Nantes,"10,12,1748"
Nantes,"11,16,1748"
Nantes,"11,16,1748"
Nantes,"11,26,1748"
Nantes,"02,08,1749"
Nantes,"02,23,1749"
Nantes,"04,11,1749"
Nantes,"04,12,1749"
Nantes,"05,26,1749"
Nantes,"06,18,1749"
Bordeaux,"7,23,1748"
Bordeaux,"01,11,1749"
Bordeaux,"01,30,1749"
Bordeaux,"06,20,1749"
Bordeaux,"07,08,1749"
Bordeaux,"10,25,1749"
La Rochelle,"06,19,1748"
La Rochelle,"10,,1748"
La Rochelle,"12,09,1748"
La Rochelle,"10,11,1748"
La Rochelle,"10,24,1748"
La Rochelle,"04,12,1749"
La Rochelle,"05,11,1749"
La Rochelle,"07,10,1749"
La Rochelle,"07,16,1749"
La Rochelle,"08,07,1749"
La Rochelle,"06,23,1749"
La Rochelle,"06,23,1749"
La Rochelle,"10,20,1749"
La Rochelle,"10,30,1749"
Nantes,"02,,1747"
Bordeaux,"11,17,1748"
Bordeaux,"11,26,1748"
Bordeaux,"11,29,1748"
Bordeaux,"12,06,1748"
La Rochelle,"07,17,1748"
La Rochelle,"10,12,1748"
La Rochelle,"11,27,1748"
La Rochelle,",,1747"
Nantes,"03,07,1747"
La Rochelle,"06,21,1747"
Nantes,",,1746"
Nantes,"04,29,1746"
Nantes,"09,08,1743"
Nantes,"01,01,1744"
Nantes,"02,25,1744"
Nantes,"04,01,1744"
Nantes,"04,,1744"
Nantes,"05,31,1744"
Nantes,"06,08,1744"
Nantes,"06,08,1744"
Nantes,"08,,1745"
Nantes,",,1743"
Nantes,"02,23,1743"
Nantes,"04,24,1743"
Nantes,"04,27,1743"
Nantes,"04,28,1743"
Nantes,"05,12,1743"
Nantes,"5,12,1743"
Nantes,"05,19,1743"
Nantes,"05,29,1743"
Nantes,"07,17,1743"
Nantes,"05,01,1743"
Nantes,"08,04,1743"
Nantes,"08,04,1743"
Nantes,"08,09,1743"
Nantes,"08,11,1743"
Nantes,"08,14,1743"
Nantes,"08,17,1743"
Nantes,"09,09,1743"
Nantes,"09,14,1743"
Nantes,"10,11,1743"
Nantes,"11,24,1743"
