"port_depart","outdate_fixed","port_destination","amiraute_destination","province_destination","substate_destination","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
La Rochelle,1789-12-02,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"82",tx,[51-100],français
Saint-Martin-de-Ré,1789-08-11,Carnac,Vannes,Bretagne,,France,Carnac,Bretagne,Lest,,,,120,0,0,"6",tx,[1-20],français
Marans,1789-07-23,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-23,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-07-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-03,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-03,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-08-12,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-12,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-12,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-18,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"20",tx,[1-20],français
Marans,1789-08-18,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-08-21,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-29,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-09,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-08,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"15",tx,[1-20],français
Marans,1789-09-09,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,120,0,0,"7",tx,[1-20],français
Marans,1789-09-14,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-09-14,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-09-18,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-21,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-26,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-26,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-10-03,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-10-20,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,120,0,0,"8",tx,[1-20],français
Marans,1789-10-28,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
Marans,1789-11-05,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
Marans,1789-11-13,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
La Perrotine,1789-07-07,Brest,Brest,Bretagne,,France,Quiberon,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Saint-Martin-de-Ré,1789-08-08,Brest,Brest,Bretagne,,France,Brest,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Noirmoutier,1789-06-10,Billiers,Vannes,Bretagne,,France,Billiers,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
Saint-Martin-de-Ré,1789-08-01,Belle-Île-en-Mer,Vannes,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,120,0,0,"6",tx,[1-20],français
Tonnay-Charente,1789-02-06,Rouen,Rouen,Normandie,,France,Rochefort,Aunis,,,,,360,0,0,"60",tx,[51-100],français
Les Sables-d'Olonne,1789-05-16,Nantes,Nantes,Bretagne,,France,Les Sables-d'Olonne,Poitou,Lest,Huile de poisson,Huile de poisson,Huile de poisson,360,0,0,"100",tx,[51-100],français
La Perrotine,1789-06-21,Bordeaux,Bordeaux,Guyenne,,France,Soubise,Aunis,Diverses marchandises,,,,180,0,0,"28",tx,[21-50],français
La Perrotine,1789-06-17,Bordeaux,Bordeaux,Guyenne,,,,,Marchandises d'un naufrage,,,,180,0,0,"16",tx,[1-20],français
Rochefort,1789-03-24,Bordeaux,Bordeaux,Guyenne,,France,Rochefort,Aunis,Marchandises permises,,,,360,0,0,"80",tx,[51-100],français
La Flotte-en-Ré,1789-09-03,Port-Launay,Quimper,Bretagne,,France,La Flotte-en-Ré,Aunis,Cendre,Bois à brûler,Bois à brûler,Bois à brûler,180,0,0,"25",tx,[21-50],français
Marennes,1789-04-11,Le Tréport,Eu et Tréport,Normandie,,France,Aber-Ildut,Bretagne,Sel,,,,360,0,0,"61",tx,[51-100],français
île de Bouin,1789-05-01,Nantes,Nantes,Bretagne,,France,Bourgneuf,Bretagne,Sel,,,,180,54,0,"20",tx,[1-20],français
Noirmoutier,1789-04-08,Nantes,Nantes,Bretagne,,France,Méan,Bretagne,Sel,,,,240,0,0,"30",tx,[21-50],français
Noirmoutier,1789-06-27,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Sel,,,,120,0,0,"17",tx,[1-20],français
Noirmoutier,1789-07-09,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Sel,,,,180,0,0,"28",tx,[21-50],français
Noirmoutier,1789-07-11,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Sel,,,,240,0,0,"30",tx,[21-50],français
Marennes,1789-05-07,Libourne,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Sel,,,,240,0,0,"30",tx,[21-50],français
Marennes,1789-04-04,Le Havre,Le Havre,Normandie,,France,Erquy,Bretagne,Sel,,,,360,0,0,"78",tx,[51-100],français
Marennes,1789-05-02,Le Havre,Le Havre,Normandie,,France,Pontrieux ,Bretagne,Sel,,,,360,0,0,"100",tx,[51-100],français
Marennes,1789-10-26,Dunkerque,Dunkerque,Flandre,,France,île de Ré,Aunis,Sel,,,,480,0,0,"85",tx,[51-100],français
Marennes,1789-05-18,Honfleur,Honfleur,Normandie,,,,,Sel,,,,360,0,0,"99",tx,[51-100],français
Marennes,1789-06-25,Honfleur,Honfleur,Normandie,,France,Carnac,Bretagne,Sel,,,,360,0,0,"56",tx,[51-100],français
Marennes,1789-07-14,Honfleur,Honfleur,Normandie,,France,Le Conquet,Bretagne,Sel,,,,360,0,0,"85",tx,[51-100],français
Tonnay-Charente,1789-05-23,Lorient,Lorient,Bretagne,,France,Saint-Savinien,Saintonge,,,,,240,0,0,"35",tx,[21-50],français
Marennes,1789-09-29,Gravelines,Dunkerque,Flandre,,France,Saint-Savinien,Saintonge,Sel,,,,480,0,0,"62",tx,[51-100],français
Marennes,1789-07-23,Dunkerque,Dunkerque,Flandre,,France,Saint-Malo,Bretagne,Sel,,,,480,0,0,"99",tx,[51-100],français
Marennes,1789-09-18,Dunkerque,Dunkerque,Flandre,,France,Le Conquet,Bretagne,Sel,,,,480,0,0,"60",tx,[51-100],français
Noirmoutier,1789-06-20,Côtes de Bretagne,Quimper,Bretagne,,France,Brest,Bretagne,Sel,,,,240,0,0,"36",tx,[21-50],français
Les Sables-d'Olonne,1789-09-19,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Sel,,,,180,0,0,"7",tx,[1-20],français
Les Sables-d'Olonne,1789-09-22,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Sel,,,,180,0,0,"7",tx,[1-20],français
Les Sables-d'Olonne,1789-10-19,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Sel,,,,180,0,0,"10",tx,[1-20],français
Marennes,1789-04-21,Caen ,Caen,Normandie,,France,Lorient,Bretagne,Sel,,,,360,0,0,"62",tx,[51-100],français
Ars-en-Ré,1789-08-22,Boulogne-sur-Mer,Boulogne,Picardie,,France,Boulogne-sur-Mer,Picardie,Sel,,,,240,0,0,"33",tx,[21-50],français
Tonnay-Charente,1789-05-11,Nantes,Nantes,Bretagne,,France,Rhuys,Bretagne,,,,,240,0,0,"48",tx,[21-50],français
Marennes,1789-06-15,Bordeaux,Bordeaux,Guyenne,,France,Brest,Bretagne,Sel,,,,240,0,0,"32",tx,[21-50],français
Marennes,1789-09-02,Bordeaux,Bordeaux,Guyenne,,,pas identifié,,Sel,,,,240,0,0,"40",tx,[21-50],français
Marennes,1789-09-15,Bordeaux,Bordeaux,Guyenne,,,,,Sel,,,,180,0,0,"29",tx,[21-50],français
Marennes,1789-09-23,Bordeaux,Bordeaux,Guyenne,,,,,Sel,,,,180,0,0,"20",tx,[1-20],français
Tonnay-Charente,1789-08-13,Nantes,Nantes,Bretagne,,France,Nantes,Bretagne,,,,,360,0,0,"90",tx,[51-100],français
Marennes,1789-11-04,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Sel,,,,240,0,0,"31",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-02-03,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Sel,,,,240,0,0,"30",tx,[21-50],français
Marennes,1789-04-29,Bayonne,Bayonne,Guyenne,,France,Plouharnel,Bretagne,Sel,,,,360,0,0,"50",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-01-28,Bayonne,Bayonne,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Sel,,,,360,0,0,"50",tx,[21-50],français
Les Sables-d'Olonne,1789-09-09,Côtes de Bretagne,Quimper,Bretagne,,France,Les Sables-d'Olonne,Poitou,Pêche à la sardine,Sel,Sel,Sel,180,0,0,"2",tx,[1-20],français
Saint-Martin-de-Ré,1789-10-03,Hennebont,Lorient,Bretagne,,France,Saint-Savinien,Saintonge,Cendre,,,,180,0,0,"20",tx,[1-20],français
Saint-Denis d'Oléron,1789-04-10,Bordeaux,Bordeaux,Guyenne,,France,Carnac,Bretagne,Soude,,,,0,180,0,"10",tx,[1-20],français
Saint-Denis d'Oléron,1789-08-28,Bordeaux,Bordeaux,Guyenne,,,,,Soude,,,,0,180,0,"16",tx,[1-20],français
La Rochelle,1789-08-08,Nantes,Nantes,Bretagne,,France,Nantes,Bretagne,,,,,240,0,0,"40",tx,[21-50],français
La Perrotine,1789-08-08,Dunkerque,Dunkerque,Flandre,,France,Plouharnel,Bretagne,Vin,,,,360,0,0,"55",tx,[51-100],français
Saint-Martin-de-Ré,1789-02-16,Côtes de Bretagne,Quimper,Bretagne,,France,Landerneau,Bretagne,Vin,,,,120,0,0,"9",tx,[1-20],français
Saint-Denis d'Oléron,1789-05-19,Côtes de Bretagne,Quimper,Bretagne,,France,île d'Arz,Bretagne,Vin,,,,0,240,0,"36",tx,[21-50],français
Saint-Denis d'Oléron,1789-07-21,Côtes de Bretagne,Quimper,Bretagne,,France,île d'Arz,Bretagne,Vin,,,,0,240,0,"36",tx,[21-50],français
Saint-Martin-de-Ré,1789-02-24,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Vin,,,,180,0,0,"18",tx,[1-20],français
La Flotte-en-Ré,1789-09-07,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Lest,Vinaigre,Vinaigre,Vinaigre,180,0,0,"27",tx,[21-50],français
Tonnay-Charente,1789-03-12,Saint-Valery (indeterminé),Dieppe,Normandie,,France,Saint-Briac,Bretagne,,,,,360,0,0,"70",tx,[51-100],français
La Rochelle,1789-11-03,Granville,Granville,Normandie,,France,Granville,Normandie,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-07-08,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-07-20,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"18",tx,[1-20],français
La Rochelle,1789-07-31,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-08-28,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-11-05,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,120,0,0,"11",tx,[1-20],français
La Rochelle,1789-11-19,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
Le Château-d'Oléron,1789-03-20,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
Le Château-d'Oléron,1789-05-07,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-12-14,Arzon,Vannes,Bretagne,,France,Arzon,Bretagne,,,,,120,0,0,"7",tx,[1-20],français
Ribérou,1789-10-03,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Tonnay-Charente,1789-11-03,Le Croisic,Nantes,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"27",tx,[21-50],français
La Rochelle,1789-11-25,Granville,Granville,Normandie,,France,Granville,Normandie,,,,,240,0,0,"40",tx,[21-50],français
Rochefort,1789-04-11,Nantes,Nantes,Bretagne,,,pas identifié,,Vide,,,,360,0,0,"71",tx,[51-100],
La Rochelle,1789-08-18,Bordeaux,Bordeaux,Guyenne,,,,,,,,,360,0,0,"52",tx,[51-100],français
La Rochelle,1789-01-23,Vannes,Vannes,Bretagne,,France,Plouharnel,Bretagne,,,,,180,0,0,"24",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-12-05,Nantes,Nantes,Bretagne,,France,Vannes,Bretagne,Froment,,,,240,0,0,"45",tx,[21-50],français
Tonnay-Charente,1789-09-24,Lorient,Lorient,Bretagne,,France,Saint-Savinien,Saintonge,,,,,240,0,0,"32",tx,[21-50],français
Ars-en-Ré,1789-08-12,Saint-Malo,Saint-Malo,Bretagne,,France,Saint-Malo,Bretagne,Sel,,,,360,0,0,"52",tx,[51-100],français
Marennes,1789-09-01,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Mortagne,1789-09-04,Brest,Brest,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"22",tx,[21-50],français
Rochefort,1789-02-21,Cherbourg,Cherbourg,Normandie,,France,Port-d'Envaux,Saintonge,Vin,,,,360,0,0,"55",tx,[51-100],français
La Rochelle,1789-02-07,Boulogne-sur-Mer,Boulogne,Picardie,,France,Le Faou,Bretagne,,,,,360,0,0,"50",tx,[21-50],français
La Rochelle,1789-04-06,Cherbourg,Cherbourg,Normandie,,France,Carteret,Normandie,,,,,240,0,0,"35",tx,[21-50],français
La Rochelle,1789-03-02,Abbeville,Abbeville,Picardie,,France,Abbeville,Picardie,,,,,360,0,0,"62",tx,[51-100],français
Saint-Gilles-sur-Vie,1789-05-11,Saint-Esprit,Bayonne,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,,,,,180,0,0,"29",tx,[21-50],français
Tonnay-Charente,1789-03-04,Bordeaux,Bordeaux,Guyenne,,France,Tonnay-Charente,Aunis,,,,,240,0,0,"32",tx,[21-50],français
Saint-Martin-de-Ré,1789-12-19,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Vin,,,,180,0,0,"22",tx,[21-50],français
Moricq,1789-05-23,Bordeaux,Bordeaux,Guyenne,,France,Cavernes,Guyenne,Blé,,,,240,0,0,"32",tx,[21-50],français
Rochefort,1789-07-04,Bordeaux,Bordeaux,Guyenne,,France,Port-d'Envaux,Saintonge,Bois de construction,,,,180,0,0,"28",tx,[21-50],français
Rochefort,1789-10-26,Bordeaux,Bordeaux,Guyenne,,France,Port-d'Envaux,Saintonge,Bois merrain,,,,360,0,0,"95",tx,[51-100],français
Rochefort,1789-07-11,Hennebont,Lorient,Bretagne,,France,Le Conquet,Bretagne,Cendre,,,,180,0,0,"28",tx,[21-50],français
Noirmoutier,1789-05-27,Pornic,Nantes,Bretagne,,France,Noirmoutier,Poitou,Cendre,,,,180,0,0,"24",tx,[21-50],français
Noirmoutier,1789-02-04,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Cendre de varech,,,,180,0,0,"26",tx,[21-50],français
La Perrotine,1789-08-19,Nantes,Nantes,Bretagne,,France,Île-aux-Moines,Bretagne,Eau-de-vie,,,,240,0,0,"41",tx,[21-50],français
Marennes,1789-03-11,Boulogne-sur-Mer,Boulogne,Picardie,,France,Rouen,Normandie,Eau-de-vie,,,,360,0,0,"86",tx,[51-100],français
Tonnay-Charente,1789-02-28,Rouen,Rouen,Normandie,,France,Caen ,Normandie,Eau-de-vie,,,,360,0,0,"70",tx,[51-100],français
Marans,1789-03-21,Bordeaux,Bordeaux,Guyenne,,France,Soubise,Aunis,Feuillard,,,,240,0,0,"48",tx,[21-50],français
Marans,1789-04-01,Bordeaux,Bordeaux,Guyenne,,France,Locmariaquer,Bretagne,Fèves,,,,180,0,0,"22",tx,[21-50],français
Marans,1789-10-16,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Fèves,,,,180,0,0,"28",tx,[21-50],français
Marans,1789-10-23,Bordeaux,Bordeaux,Guyenne,,France,Le Conquet,Bretagne,Fèves,,,,360,0,0,"50",tx,[21-50],français
Beauvoir-sur-Mer,1789-09-01,Nantes,Nantes,Bretagne,,France,Rhuys,Bretagne,Froment,,,,240,0,0,"30",tx,[21-50],français
Beauvoir-sur-Mer,1789-09-16,Nantes,Nantes,Bretagne,,France,Rhuys,Bretagne,Froment,,,,240,0,0,"30",tx,[21-50],français
Beauvoir-sur-Mer,1789-10-09,Nantes,Nantes,Bretagne,,France,île de Bouin,Poitou,Froment,,,,240,0,0,"35",tx,[21-50],français
Beauvoir-sur-Mer,1789-10-31,Nantes,Nantes,Bretagne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,,,,180,0,0,"29",tx,[21-50],français
Noirmoutier,1789-06-23,Nantes,Nantes,Bretagne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,,,,180,0,0,"22",tx,[21-50],français
Noirmoutier,1789-09-24,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"30",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-07-27,Nantes,Nantes,Bretagne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,,,,360,0,0,"55",tx,[51-100],français
Beauvoir-sur-Mer,1789-01-19,Bordeaux,Bordeaux,Guyenne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"35",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-02-28,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,,,,240,0,0,"49",tx,[21-50],français
Beauvoir-sur-Mer,1789-11-14,Nantes,Nantes,Bretagne,,,,,Fèves,Froment,Froment,Froment,360,0,0,"55",tx,[51-100],français
Saint-Gilles-sur-Vie,1789-12-01,Nantes,Nantes,Bretagne,,France,Les Sables-d'Olonne,Poitou,Froment,,,,240,0,0,"30",tx,[21-50],français
Marans,1789-02-12,Bordeaux,Bordeaux,Guyenne,,,,,Grain,,,,240,0,0,"30",tx,[21-50],français
Marans,1789-03-07,Méan,Nantes,Bretagne,,France,Nantes,Bretagne,Grain,,,,180,0,0,"28",tx,[21-50],français
Marans,1789-01-29,Bordeaux,Bordeaux,Guyenne,,France,Quiberon,Bretagne,Grain,,,,240,0,0,"40",tx,[21-50],français
Marans,1789-01-29,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Grain,,,,180,0,0,"23",tx,[21-50],français
Marans,1789-02-04,Bordeaux,Bordeaux,Guyenne,,France,Saint-Malo,Bretagne,Grain,,,,240,0,0,"42",tx,[21-50],français
Marans,1789-02-14,Bordeaux,Bordeaux,Guyenne,,France,Marans,Aunis,Grain,,,,180,0,0,"24",tx,[21-50],français
Marans,1789-03-04,Bordeaux,Bordeaux,Guyenne,,France,Douarnenez,Bretagne,Grain,,,,180,0,0,"25",tx,[21-50],français
Marans,1789-03-09,Bordeaux,Bordeaux,Guyenne,,,,,Grain,,,,360,0,0,"50",tx,[21-50],français
Marans,1789-04-18,Bordeaux,Bordeaux,Guyenne,,France,Le Conquet,Bretagne,Grain,,,,240,0,0,"44",tx,[21-50],français
Marennes,1789-07-15,Vannes,Vannes,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
La Rochelle,1789-03-28,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Saint-Valery-sur-Somme,Picardie,,,,,360,0,0,"130",tx,[101-200],français
Mortagne,1789-10-15,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Marennes,1789-03-26,Honfleur,Honfleur,Normandie,,,,,Sel,,,,360,0,0,"123",tx,[101-200],français
Ribérou,1789-10-10,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"28",tx,[21-50],français
Marans,1789-04-06,Pornic,Nantes,Bretagne,,France,Noirmoutier,Poitou,Lest,,,,180,0,0,"24",tx,[21-50],français
Marans,1789-07-08,Nantes,Nantes,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Ribérou,1789-03-21,Morlaix,Morlaix,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
La Rochelle,1789-10-14,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Saint-Valery-sur-Somme,Picardie,,,,,360,0,0,"150",tx,[101-200],français
Marans,1789-08-08,La Teste,Bordeaux,Guyenne,,France,La Teste,Guyenne,Lest,,,,180,0,0,"25",tx,[21-50],français
La Rochelle,1789-09-29,Saint-Malo,Saint-Malo,Bretagne,,France,Saint-Malo,Bretagne,,,,,360,0,0,"80",tx,[51-100],français
Rochefort,1789-10-31,Granville,Granville,Normandie,,France,Granville,Normandie,Lest,,,,360,0,0,"200",tx,[101-200],français
Saint-Martin-de-Ré,1789-04-01,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"24",tx,[21-50],français
La Rochelle,1789-05-06,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"80",tx,[51-100],français
Marans,1789-08-14,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
Marans,1789-09-01,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
Marans,1789-09-14,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"28",tx,[21-50],français
Marans,1789-09-18,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Marans,1789-11-09,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
Marans,1789-11-14,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"22",tx,[21-50],français
Saint-Martin-de-Ré,1789-11-12,Belle-Île-en-Mer,Vannes,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Saint-Martin-de-Ré,1789-07-12,Arzon,Vannes,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"24",tx,[21-50],français
Marans,1789-02-20,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Orge,,,,180,0,0,"27",tx,[21-50],français
Tonnay-Charente,1789-05-22,Rouen,Rouen,Normandie,,France,Le Havre,Normandie,,,,,360,0,0,"70",tx,[51-100],français
Tonnay-Charente,1789-04-16,Rouen,Rouen,Normandie,,France,Paimpol,Bretagne,,,,,240,0,0,"45",tx,[21-50],français
Rochefort,1789-10-27,Bordeaux,Bordeaux,Guyenne,,France,Sarzeau,Bretagne,Marchandises permises,,,,360,0,0,"60",tx,[51-100],français
Les Sables-d'Olonne,1789-01-30,Nantes,Nantes,Bretagne,,France,Les Sables-d'Olonne,Poitou,Morue verte,,,,240,0,0,"42",tx,[21-50],français
Les Sables-d'Olonne,1789-08-06,Bordeaux,Bordeaux,Guyenne,,France,Lannion,Bretagne,Morue verte,,,,240,0,0,"40",tx,[21-50],français
Noirmoutier,1789-02-21,Côtes de Bretagne,Quimper,Bretagne,,France,Nantes,Bretagne,Pêche au poisson frais,,,,300,0,0,,tx,,français
La Rochelle,1789-03-16,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,Canada,colonies françaises d'Amérique,France,La Rochelle,Aunis,Pêche à la morue,,,,1 800,0,0,"90",tx,[51-100],français
Rochefort,1789-09-04,La Teste,Bordeaux,Guyenne,,France,La Teste,Guyenne,Pierre de taille,,,,240,0,0,"30",tx,[21-50],français
Marennes,1789-05-29,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Rhuys,Bretagne,Sel,,,,360,0,0,"57",tx,[51-100],français
La Rochelle,1789-04-09,Rouen,Rouen,Normandie,,France,Honfleur,Normandie,,,,,360,0,0,"104",tx,[101-200],français
La Rochelle,1789-08-31,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"102",tx,[101-200],français
La Rochelle,1789-11-25,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"97",tx,[51-100],français
Saint-Martin-de-Ré,1789-05-02,Hennebont,Lorient,Bretagne,,France,Quiberon,Bretagne,Planches,,,,180,0,0,"25",tx,[21-50],français
Marennes,1789-03-23,Bordeaux,Bordeaux,Guyenne,,,,,Sel,,,,360,0,0,"60",tx,[51-100],français
Saint-Martin-de-Ré,1789-12-11,Socoa,Bayonne,Guyenne,,France,Saint-Martin-de-Ré,Aunis,Sel,,,,360,0,0,"75",tx,[51-100],français
