"port_depart","outdate_fixed","port_destination","amiraute_destination","province_destination","substate_destination","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
La Rochelle,1789-11-12,Dieppe,Dieppe,Normandie,,France,Dieppe,Normandie,,,,,360,0,0,"66",tx,[51-100],français
La Rochelle,1789-01-03,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-06-23,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-07-09,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-07-11,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"20",tx,[1-20],français
La Rochelle,1789-07-13,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"26",tx,[21-50],français
La Rochelle,1789-07-14,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"18",tx,[1-20],français
La Rochelle,1789-07-18,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-07-23,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-07-23,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-07-23,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"20",tx,[1-20],français
La Rochelle,1789-07-25,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-07-27,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"12",tx,[1-20],français
La Rochelle,1789-08-01,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-08-03,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"20",tx,[1-20],français
La Rochelle,1789-08-04,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"16",tx,[1-20],français
La Rochelle,1789-08-05,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,120,0,0,"5",tx,[1-20],français
La Rochelle,1789-08-08,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"14",tx,[1-20],français
La Rochelle,1789-08-11,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-08-11,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"14",tx,[1-20],français
La Rochelle,1789-08-13,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"12",tx,[1-20],français
La Rochelle,1789-08-18,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"11",tx,[1-20],français
La Rochelle,1789-08-19,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-08-19,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-08-22,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"14",tx,[1-20],français
La Rochelle,1789-08-28,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-08-29,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-09-03,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,120,0,0,"5",tx,[1-20],français
La Rochelle,1789-09-07,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"14",tx,[1-20],français
La Rochelle,1789-09-10,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-09-11,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"18",tx,[1-20],français
La Rochelle,1789-09-16,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-09-16,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"16",tx,[1-20],français
La Rochelle,1789-09-17,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-09-19,Le Croisic,Nantes,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-09-19,Le Croisic,Nantes,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"12",tx,[1-20],français
La Rochelle,1789-09-22,Le Croisic,Nantes,Bretagne,,France,Carnac,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-09-25,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-09-29,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-09-29,Le Croisic,Nantes,Bretagne,,France,Plouharnel,Bretagne,,,,,180,0,0,"16",tx,[1-20],français
La Rochelle,1789-10-12,Le Croisic,Nantes,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"16",tx,[1-20],français
La Rochelle,1789-10-14,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
La Rochelle,1789-10-20,Le Croisic,Nantes,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"20",tx,[1-20],français
La Rochelle,1789-10-29,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"18",tx,[1-20],français
La Rochelle,1789-06-22,Concarneau,Quimper,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"18",tx,[1-20],français
île de Bouin,1789-04-07,Côtes de Bretagne,Quimper,Bretagne,,France,Brest,Bretagne,,,,,108,360,0,"50",tx,[21-50],français
île de Bouin,1789-06-10,Côtes de Bretagne,Quimper,Bretagne,,France,Brest,Bretagne,,,,,360,108,0,"50",tx,[21-50],français
Marennes,1789-09-03,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,,,,,180,0,0,"10",tx,[1-20],français
Tonnay-Charente,1789-03-13,Cherbourg,Cherbourg,Normandie,,France,Saint-Savinien,Saintonge,,,,,360,0,0,"60",tx,[51-100],français
Tonnay-Charente,1789-04-26,Cherbourg,Cherbourg,Normandie,,France,Le Conquet,Bretagne,,,,,180,0,0,"28",tx,[21-50],français
Tonnay-Charente,1789-05-14,Cherbourg,Cherbourg,Normandie,,France,Cherbourg,Normandie,,,,,360,0,0,"63",tx,[51-100],français
La Rochelle,1789-01-27,Calais,Calais,Picardie,,France,Saint-Valery en Caux,Normandie,,,,,360,0,0,"72",tx,[51-100],français
La Rochelle,1789-02-07,Calais,Calais,Picardie,,France,Rouen,Normandie,,,,,360,0,0,"80",tx,[51-100],français
La Rochelle,1789-02-21,Calais,Calais,Picardie,,France,Saint-Malo,Bretagne,,,,,360,0,0,"64",tx,[51-100],français
La Rochelle,1789-03-02,Calais,Calais,Picardie,,France,Dunkerque,Flandre,,,,,360,0,0,"70",tx,[51-100],français
La Rochelle,1789-03-28,Calais,Calais,Picardie,,France,Carteret,Normandie,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-04-06,Calais,Calais,Picardie,,France,La Rochelle,Aunis,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-05-11,Calais,Calais,Picardie,,France,Fécamp,Normandie,,,,,360,0,0,"64",tx,[51-100],français
La Rochelle,1789-06-15,Calais,Calais,Picardie,,France,Dunkerque,Flandre,,,,,360,0,0,"70",tx,[51-100],français
La Rochelle,1789-06-27,Calais,Calais,Picardie,,France,La Rochelle,Aunis,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-08-28,Calais,Calais,Picardie,,France,La Rochelle,Aunis,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-09-02,Calais,Calais,Picardie,,France,Cherbourg,Normandie,,,,,240,0,0,"48",tx,[21-50],français
La Rochelle,1789-12-18,Calais,Calais,Picardie,,France,La Rochelle,Aunis,,,,,360,0,0,"60",tx,[51-100],français
La Rochelle,1789-12-24,Calais,Calais,Picardie,,France,Le Conquet,Bretagne,,,,,360,0,0,"50",tx,[21-50],français
Tonnay-Charente,1789-03-28,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
Tonnay-Charente,1789-02-24,Brest,Brest,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"25",tx,[21-50],français
Tonnay-Charente,1789-05-01,Boulogne-sur-Mer,Boulogne,Picardie,,France,Paimpol,Bretagne,,,,,240,0,0,"48",tx,[21-50],français
La Rochelle,1789-02-07,Boulogne-sur-Mer,Boulogne,Picardie,,France,Cherbourg,Normandie,,,,,240,0,0,"44",tx,[21-50],français
La Rochelle,1789-02-07,Boulogne-sur-Mer,Boulogne,Picardie,,France,Cherbourg,Normandie,,,,,240,0,0,"36",tx,[21-50],français
La Rochelle,1789-05-23,Boulogne-sur-Mer,Boulogne,Picardie,,France,Cherbourg,Normandie,,,,,360,0,0,"50",tx,[21-50],français
Tonnay-Charente,1789-01-30,Bordeaux,Bordeaux,Guyenne,,France,Saint-Savinien,Saintonge,,,,,180,0,0,"20",tx,[1-20],français
Tonnay-Charente,1789-08-31,Bordeaux,Bordeaux,Guyenne,,France,Tonnay-Charente,Aunis,,,,,360,0,0,"30",tx,[21-50],français
Tonnay-Charente,1789-10-07,Bordeaux,Bordeaux,Guyenne,,France,Saint-Savinien,Saintonge,,,,,180,0,0,"20",tx,[1-20],français
Tonnay-Charente,1789-12-02,Bordeaux,Bordeaux,Guyenne,,France,Saint-Savinien,Saintonge,,,,,180,0,0,"20",tx,[1-20],français
Tonnay-Charente,1789-12-29,Bordeaux,Bordeaux,Guyenne,,France,Saint-Savinien,Saintonge,,,,,240,0,0,"32",tx,[21-50],français
Le Château-d'Oléron,1789-06-28,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,180,0,0,"28",tx,[21-50],français
Le Château-d'Oléron,1789-06-28,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,180,0,0,"26",tx,[21-50],français
Le Château-d'Oléron,1789-07-06,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,240,0,0,"50",tx,[21-50],français
Le Château-d'Oléron,1789-07-27,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,180,0,0,"15",tx,[1-20],français
Le Château-d'Oléron,1789-10-04,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,180,0,0,"15",tx,[1-20],français
Le Château-d'Oléron,1789-10-07,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-03-07,Bordeaux,Bordeaux,Guyenne,,France,Quiberon,Bretagne,,,,,180,0,0,"22",tx,[21-50],français
La Rochelle,1789-03-24,Bordeaux,Bordeaux,Guyenne,,France,Saint-Malo,Bretagne,,,,,240,0,0,"45",tx,[21-50],français
La Rochelle,1789-04-06,Bordeaux,Bordeaux,Guyenne,,France,Baden,Bretagne,,,,,180,0,0,"26",tx,[21-50],français
La Rochelle,1789-05-29,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,,,,,180,0,0,"16",tx,[1-20],français
La Rochelle,1789-06-17,Bordeaux,Bordeaux,Guyenne,,Hambourg,Hambourg,,,,,,360,0,0,"280",tx,[201-500],hambourgeois
La Rochelle,1789-06-23,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,,,,,120,0,0,"17",tx,[1-20],français
La Rochelle,1789-06-27,Bordeaux,Bordeaux,Guyenne,,France,Cavernes,Guyenne,,,,,120,0,0,"43",tx,[21-50],français
La Rochelle,1789-07-09,Bordeaux,Bordeaux,Guyenne,,Hambourg,Hambourg,,,,,,360,0,0,"140",tx,[101-200],hambourgeois
La Rochelle,1789-07-09,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,,,,,120,0,0,"16",tx,[1-20],français
La Rochelle,1789-08-04,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,,,,,180,0,0,"17",tx,[1-20],français
La Rochelle,1789-09-28,Bordeaux,Bordeaux,Guyenne,,France,île d'Arz,Bretagne,,,,,240,0,0,"30",tx,[21-50],français
La Rochelle,1789-10-30,Bordeaux,Bordeaux,Guyenne,,France,Morlaix,Bretagne,,,,,240,0,0,"46",tx,[21-50],français
La Rochelle,1789-12-05,Bordeaux,Bordeaux,Guyenne,,Prusse,Stettin,,,,,,360,0,0,"200",tx,[101-200],prussien
Saint-Michel-en-l'Herm,1789-06-03,Bordeaux,Bordeaux,Guyenne,,France,Marans,Aunis,,,,,120,0,0,"26",tx,[21-50],français
La Rochelle,1789-04-28,Blaye,Bordeaux,Guyenne,,France,Rhuys,Bretagne,,,,,360,0,0,"70",tx,[51-100],français
La Rochelle,1789-04-29,Blaye,Bordeaux,Guyenne,,France,Saint-Malo,Bretagne,,,,,240,0,0,"40",tx,[21-50],français
La Rochelle,1789-06-30,Belle-Île-en-Mer,Vannes,Bretagne,,France,Quiberon,Bretagne,,,,,180,0,0,"27",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-10-04,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,,,,,240,0,0,"40",tx,[21-50],français
Saint-Gilles-sur-Vie,1789-10-15,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,,,,,180,0,0,"29",tx,[21-50],français
La Rochelle,1789-06-08,Abbeville,Abbeville,Picardie,,France,Abbeville,Picardie,,,,,360,0,0,"62",tx,[51-100],français
La Rochelle,1789-09-11,Abbeville,Abbeville,Picardie,,France,Abbeville,Picardie,,,,,360,0,0,"90",tx,[51-100],français
Tonnay-Charente,1789-08-14,Nantes,Nantes,Bretagne,,France,Nantes,Bretagne,,,,,360,0,0,"83",tx,[51-100],français
La Rochelle,1789-09-24,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,180,0,0,"14",tx,[1-20],français
Marennes,1789-12-18,Bordeaux,Bordeaux,Guyenne,,France,Carnac,Bretagne,Sel,,,,240,0,0,"37",tx,[21-50],français
La Rochelle,1789-06-08,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,La Rochelle,Aunis,,,,,360,0,0,"97",tx,[51-100],français
La Rochelle,1789-12-10,Bayonne,Bayonne,Guyenne,,France,Bayonne,Guyenne,,,,,360,0,0,"280",tx,[201-500],français
La Rochelle,1789-10-17,Bordeaux,Bordeaux,Guyenne,,France,Les Sables-d'Olonne,Poitou,,,,,240,0,0,"40",tx,[21-50],français
La Rochelle,1789-08-24,Vannes,Vannes,Bretagne,,France,Vannes,Bretagne,,,,,180,0,0,"16",tx,[1-20],français
Marennes,1789-03-26,Bordeaux,Bordeaux,Guyenne,,France,Landerneau,Bretagne,Sel,,,,360,0,0,"71",tx,[51-100],français
Marennes,1789-04-23,Le Tréport,Eu et Tréport,Normandie,,France,Paimpol,Bretagne,Sel,,,,360,0,0,"112",tx,[101-200],français
Marans,1789-08-25,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marennes,1789-03-04,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Sel,,,,180,0,0,"24",tx,[21-50],français
Rochefort,1789-07-01,Bordeaux,Bordeaux,Guyenne,,France,Port-d'Envaux,Saintonge,Bois de construction,,,,240,0,0,"36",tx,[21-50],français
Marennes,1789-06-20,Bayonne,Bayonne,Guyenne,,France,Carnac,Bretagne,Sel,,,,360,0,0,"57",tx,[51-100],français
Moricq,1789-04-20,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Blé,,,,360,0,0,"55",tx,[51-100],français
La Rochelle,1789-10-19,Le Croisic,Nantes,Bretagne,,France,Arzon,Bretagne,,,,,120,0,0,"7",tx,[1-20],français
La Rochelle,1789-07-21,Le Croisic,Nantes,Bretagne,,France,Baden,Bretagne,,,,,180,0,0,"15",tx,[1-20],français
Tonnay-Charente,1789-02-16,Dunkerque,Dunkerque,Flandre,,,,,,,,,480,0,0,"140",tx,[101-200],français
La Flotte-en-Ré,1789-06-22,Morlaix,Morlaix,Bretagne,,France,Quiberon,Bretagne,Beurre,Vide,Vide,Vide,180,0,0,"15",tx,[1-20],français
La Flotte-en-Ré,1789-10-23,Port-Launay,Quimper,Bretagne,,France,La Flotte-en-Ré,Aunis,Diverses marchandises,Ardoises,Ardoises,Ardoises,120,0,0,"25",tx,[21-50],français
Moricq,1789-04-03,Bordeaux,Bordeaux,Guyenne,,France,Arzon,Bretagne,Blé,,,,180,0,0,"24",tx,[21-50],français
Noirmoutier,1789-06-02,Bordeaux,Bordeaux,Guyenne,,France,Noirmoutier,Poitou,Cendre de varech,,,,180,0,0,"25",tx,[21-50],français
La Flotte-en-Ré,1789-09-03,Étaples ,Boulogne,Picardie,,France,Ars-en-Ré,Aunis,Lest,Eau-de-vie,Eau-de-vie,Eau-de-vie,240,0,0,"42",tx,[21-50],français
Ars-en-Ré,1789-03-02,Calais,Calais,Picardie,,France,Le Conquet,Bretagne,Eau-de-vie,,,,360,0,0,"70",tx,[51-100],français
Saint-Gilles-sur-Vie,1789-10-31,Bordeaux,Bordeaux,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,Fèves,Fèves,Fèves,360,0,0,"52",tx,[51-100],français
Saint-Gilles-sur-Vie,1789-03-17,Saint-Esprit,Bayonne,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,Froment,,,,360,0,0,"55",tx,[51-100],français
Beauvoir-sur-Mer,1789-08-23,Nantes,Nantes,Bretagne,,France,île de Bouin,Poitou,Froment,,,,180,0,0,"28",tx,[21-50],français
Beauvoir-sur-Mer,1789-08-26,Nantes,Nantes,Bretagne,,France,île de Bouin,Poitou,Froment,,,,180,0,0,"15",tx,[1-20],français
Beauvoir-sur-Mer,1789-09-04,Nantes,Nantes,Bretagne,,France,Méan,Bretagne,Froment,,,,180,0,0,"28",tx,[21-50],français
Beauvoir-sur-Mer,1789-10-17,Nantes,Nantes,Bretagne,,France,Méan,Bretagne,Froment,,,,180,0,0,"20",tx,[1-20],français
Beauvoir-sur-Mer,1789-11-03,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"40",tx,[21-50],français
Noirmoutier,1789-10-09,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,180,0,0,"28",tx,[21-50],français
Noirmoutier,1789-10-14,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,180,0,0,"17",tx,[1-20],français
Noirmoutier,1789-11-09,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"32",tx,[21-50],français
Noirmoutier,1789-12-02,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"40",tx,[21-50],français
Noirmoutier,1789-12-05,Nantes,Nantes,Bretagne,,France,Noirmoutier,Poitou,Froment,,,,240,0,0,"40",tx,[21-50],français
Beauvoir-sur-Mer,1789-02-04,Bordeaux,Bordeaux,Guyenne,,France,Méan,Bretagne,Froment,,,,180,0,0,"28",tx,[21-50],français
Marans,1789-12-07,Bordeaux,Bordeaux,Guyenne,,France,Marans,Aunis,Graines de lin,,,,180,0,0,"15",tx,[1-20],français
Marans,1789-05-02,Nantes,Nantes,Bretagne,,France,Carnac,Bretagne,Grain,,,,180,0,0,"22",tx,[21-50],français
Saint-Martin-de-Ré,1789-12-01,Vannes,Vannes,Bretagne,,France,Port-d'Envaux,Saintonge,Lest,,,,180,0,0,"30",tx,[21-50],français
La Rochelle,1789-12-02,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Saint-Valery-sur-Somme,Picardie,,,,,360,0,0,"125",tx,[101-200],français
Ribérou,1789-07-22,rivière de Bordeaux,Bordeaux,Guyenne,,,,,Lest,,,,180,0,0,"16",tx,[1-20],français
Noirmoutier,1789-02-27,Méan,Nantes,Bretagne,,France,Méan,Bretagne,Lest,,,,180,0,0,"28",tx,[21-50],français
Ribérou,1789-02-09,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,120,0,0,"10",tx,[1-20],français
Ribérou,1789-07-11,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,,,,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-08,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-22,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-12,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-03-07,Saint-Brieuc,Saint-Brieuc,Bretagne,,France,Saint-Brieuc,Bretagne,,,,,360,0,0,"150",tx,[101-200],français
Ribérou,1789-10-13,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-29,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-12-12,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-12-14,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Marans,1789-08-11,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-25,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-07,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-22,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Saint-Denis d'Oléron,1789-03-19,Côtes de Bretagne,Quimper,Bretagne,,France,Lorient,Bretagne,Lest,,,,0,240,0,"38",tx,[21-50],français
Marans,1789-07-08,Baden,Vannes,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Tonnay-Charente,1789-04-22,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"75",tx,[51-100],français
Tonnay-Charente,1789-10-15,Rouen,Rouen,Normandie,,France,Saint-Savinien,Saintonge,,,,,240,0,0,"32",tx,[21-50],français
La Rochelle,1789-02-07,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"122",tx,[101-200],français
Ars-en-Ré,1789-04-30,Bordeaux,Bordeaux,Guyenne,,France,Ars-en-Ré,Aunis,Bois merrain,,,,360,0,0,"15",tx,[1-20],français
Les Sables-d'Olonne,1789-07-14,Nantes,Nantes,Bretagne,,France,Les Sables-d'Olonne,Poitou,Ustensiles de pêche,Morue verte,Morue verte,Morue verte,240,0,0,"32",tx,[21-50],français
Marennes,1789-05-07,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Île-aux-Moines,Bretagne,Sel,,,,360,0,0,"73",tx,[51-100],français
Noirmoutier,1789-04-08,Nantes,Nantes,Bretagne,,France,Méan,Bretagne,Sel,,,,180,0,0,"25",tx,[21-50],français
