"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=07=15","1789>07>15","00338012",,Don de Dieu,"Le Franc, Francois",Marennes,1789-07-15,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,île d'Arz,Bretagne,français,Sel,,,,"70",tx,[51-100]
"1789=07=16","1789>07>16","00338013",,Saint Jean Baptiste,"Le Verge, Yves",Marennes,1789-07-16,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Le Conquet,Bretagne,français,Sel,,,,"60",tx,[51-100]
"1789=07=16","1789>07>16","00338014",,Iris,"Rozé, Joseph",Marennes,1789-07-16,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"107",tx,[101-200]
"1789=07=17","1789>07>17","00338015",,Aimable Marie,"Du Sel <fils>, Francois",Marennes,1789-07-17,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Fécamp,Normandie,français,Sel,,,,"71",tx,[51-100]
"1789=07=19","1789>07>19","00338017",,César,"Cantin, Joseph",Marennes,1789-07-19,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Nantes,Bretagne,français,Sel,,,,"134",tx,[101-200]
"1789=07=19","1789>07>19","00338018",,Clément,"Le Forestiér, Pierre",Marennes,1789-07-19,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Tréguier,Bretagne,français,Sel,,,,"82",tx,[51-100]
"1789=07=19","1789>07>19","00338016",,Marie Louise,"Le Moine, Sebastien",Marennes,1789-07-19,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"147",tx,[101-200]
"1789=07=21","1789>07>21","00338019","0000028N",Bonne Mère,"Le Boucher, Francois",Marennes,1789-07-21,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,île-de-Bréhat,Bretagne,français,Sel,,,,"242",tx,[201-500]
"1789=07=21","1789>07>21","00338020","0021485N",La Duchesse de la Charte,"Thoreux, Guillaume",Marennes,1789-07-21,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"107",tx,[101-200]
"1789=07=23","1789>07>23","00338021",,Saint Pierre,"Rougét, Charles",Marennes,1789-07-23,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Erquy,Bretagne,français,Sel,,,,"116",tx,[101-200]
"1789=07=24","1789>07>24","00338023","0001131N",Saint Jean Baptiste,"Lainé, Augustin",Marennes,1789-07-24,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Briac,Bretagne,français,Sel,,,,"122",tx,[101-200]
"1789=07=24","1789>07>24","00338022",,Petit Aimé,"Robert, Claude",Marennes,1789-07-24,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Pontrieux ,Bretagne,français,Sel,,,,"101",tx,[101-200]
"1789=07=25","1789>07>25","00338024",,Bons Amis,"Pensard, Pierre",Marennes,1789-07-25,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Brieuc,Bretagne,français,Sel,,,,"106",tx,[101-200]
"1789=07=25","1789>07>25","00338025",,Saint Jean Baptiste,"Pansard, Jean",Marennes,1789-07-25,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"83",tx,[51-100]
"1789=07=28","1789>07>28","00338026",,Esperance,"Aillel, Jean",Marennes,1789-07-28,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"131",tx,[101-200]
"1789=07=28","1789>07>28","00338027",,Marie Jeanne,"Ohier, Dominique",Marennes,1789-07-28,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"82",tx,[51-100]
"1789=07=29","1789>07>29","00338029",,Marie Théréze,"Guillaume, Jullien",Marennes,1789-07-29,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"88",tx,[51-100]
"1789=07=29","1789>07>29","00338028",,Antoinette,"Lasblay, Jean",Marennes,1789-07-29,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"77",tx,[51-100]
"1789=07=30","1789>07>30","00338030",,Marie Jeanne,"le Gonidec, Jean",Marennes,1789-07-30,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"94",tx,[51-100]
"1789=07=31","1789>07>31","00338031",,Saint Joseph,"Quintin, Gilles",Marennes,1789-07-31,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"98",tx,[51-100]
"1789=07=31","1789>07>31","00338032",,Marie,"Lautrou, Léonard",Marennes,1789-07-31,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Le Conquet,Bretagne,français,Sel,,,,"63",tx,[51-100]
"1789=08=01","1789>08>01","00338033",,Marie Geneviéve,"Provost, Francois",Marennes,1789-08-01,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Le Conquet,Bretagne,français,Sel,,,,"100",tx,[51-100]
"1789=08=03","1789>08>03","00338035",,Legére,"Eon, Francois",Marennes,1789-08-03,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"99",tx,[51-100]
"1789=08=03","1789>08>03","00338034",,Saint Joseph,"Kreneur, Joseph",Marennes,1789-08-03,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Aber-Ildut,Bretagne,français,Sel,,,,"63",tx,[51-100]
"1789=08=04","1789>08>04","00338036",,Reine Marie,"Gallais, Yves",Marennes,1789-08-04,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"142",tx,[101-200]
"1789=08=04","1789>08>04","00338037",,Marie de Grace,"Pasturel, Athanaze",Marennes,1789-08-04,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Erquy,Bretagne,français,Sel,,,,"71",tx,[51-100]
"1789=08=05","1789>08>05","00338038",,Saint Antoine,"Simon, Antoine",Marennes,1789-08-05,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"132",tx,[101-200]
"1789=08=06","1789>08>06","00338039",,Saint Barthelémy,"Coric, Budoc",Marennes,1789-08-06,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Le Faou,Bretagne,français,Sel,,,,"100",tx,[51-100]
"1789=08=07","1789>08>07","00338041","0003553N",Aimable Denise,"Lelez, Jean",Marennes,1789-08-07,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Morlaix,Bretagne,français,Sel,,,,"65",tx,[51-100]
"1789=08=07","1789>08>07","00338040",,Heureux,"Baulieu, Jean Joseph",Marennes,1789-08-07,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"118",tx,[101-200]
"1789=08=08","1789>08>08","00338042",,Marie Louise,"Mandret, Francois",Marennes,1789-08-08,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,île d'Yeu,Poitou,français,Sel,,,,"77",tx,[51-100]
"1789=08=10","1789>08>10","00338043","0002202N",Duc de Mortemart,"Bernard, Jean",Marennes,1789-08-10,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Pornic,Bretagne,français,Sel,,,,"62",tx,[51-100]
"1789=08=11","1789>08>11","00338044","0008973N",Bien Faisant,"Yves, Jean Baptiste",Marennes,1789-08-11,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Rouen,Normandie,français,Sel,,,,"149",tx,[101-200]
"1789=08=13","1789>08>13","00338045",,Marie Louise,"Gallais, Pierre Thomas",Marennes,1789-08-13,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"147",tx,[101-200]
"1789=08=14","1789>08>14","00338047",,Don de Dieu,"Besnard, Yves",Marennes,1789-08-14,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Briac,Bretagne,français,Sel,,,,"133",tx,[101-200]
"1789=08=14","1789>08>14","00338046",,Marie Victoire,"Fleury, Jean Pierre",Marennes,1789-08-14,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Granville,Normandie,français,Sel,,,,"116",tx,[101-200]
"1789=08=17","1789>08>17","00338049",,Aimable Jeanne,"Le Moine, Joseph",Marennes,1789-08-17,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Briac,Bretagne,français,Sel,,,,"104",tx,[101-200]
"1789=08=17","1789>08>17","00338048",,Espérance,"Noel, Pierre",Marennes,1789-08-17,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"71",tx,[51-100]
"1789=08=18","1789>08>18","00338050",,Marie Joseph,"Menez, Guillaume",Marennes,1789-08-18,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Brest,Bretagne,français,Sel,,,,"74",tx,[51-100]
"1789=08=18","1789>08>18","00338052",,Flessel,"Ohier, Guillaume",Marennes,1789-08-18,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"125",tx,[101-200]
"1789=08=18","1789>08>18","00338051",,Aimable Adelaïde,"Besnard, Francois",Marennes,1789-08-18,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"112",tx,[101-200]
"1789=08=22","1789>08>22","00338053",,Saint Malo,"Follange, Yves",Marennes,1789-08-22,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Briac,Bretagne,français,Sel,,,,"104",tx,[101-200]
"1789=08=24","1789>08>24","00338055",,Oiseau,"Baudran, Pierre",Marennes,1789-08-24,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"78",tx,[51-100]
"1789=08=24","1789>08>24","00338054",,Favorite,"Richard, Joseph",Marennes,1789-08-24,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"138",tx,[101-200]
"1789=08=26","1789>08>26","00338056",,Marie Cathérinne,"Rozé, Louis",Marennes,1789-08-26,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"87",tx,[51-100]
"1789=09=04","1789>09>04","00338058",,Sophie,"Besnard, Francois",Marennes,1789-09-04,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"178",tx,[101-200]
"1789=09=04","1789>09>04","00338057",,Trois sœurs,"Tronchon, Pierre Jullien",Marennes,1789-09-04,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Briac,Bretagne,français,Sel,,,,"129",tx,[101-200]
"1789=09=05","1789>09>05","00338059",,Six freres,"Gaillard, Louis",Marennes,1789-09-05,Honfleur,Normandie,,France,Honfleur,Marennes,Normandie,Saintonge,Out,France,Saint-Malo,Bretagne,français,Sel,,,,"61",tx,[51-100]
"1789=08=10","1789>08>10","00333635",,Sainte Anne,"Cailles, Jacque",Saint-Martin-de-Ré,1789-08-10,Hors du Pertuis,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Couarde,Aunis,français,Pêche au poisson frais,,,,"4",tx,[1-20]
"1789=08=10","1789>08>10","00333636",,Utille,"Brulon, M.lle",Saint-Martin-de-Ré,1789-08-10,Hors du Pertuis,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Couarde,Aunis,français,Pêche au poisson frais,,,,"4",tx,[1-20]
"1789=02=06","1789>02>06","00341463",,Izabelle,"Taylor, William",Tonnay-Charente,1789-02-06,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,,,,,"100",tx,[51-100]
"1789=05=06","1789>05>06","00333504",,Esperance,"Tutill, Joseph",Rochefort,1789-05-06,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,Eau-de-vie,,,,"153",tx,[101-200]
"1789=05=09","1789>05>09","00341464",,Amitié,"Gawthorp, George",Tonnay-Charente,1789-05-09,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,,,,,"66",tx,[51-100]
"1789=05=09","1789>05>09","00341465",,Sally,"Spaldeim, Benjamin",Tonnay-Charente,1789-05-09,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Harwich,,britannique,,,,,"100",tx,[51-100]
"1789=07=18","1789>07>18","00341466",,Vigne,"Collander, William",Tonnay-Charente,1789-07-18,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,,,,,"196",tx,[101-200]
"1789=08=20","1789>08>20","00333549",,Esperance,"Tutill, Joseph",Rochefort,1789-08-20,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,Graines de lin,Eau-de-vie,Eau-de-vie,Eau-de-vie,"150",tx,[101-200]
"1789=11=26","1789>11>26","00333548",,Esperance,"Tutill, Joseph",Rochefort,1789-11-26,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Hull,,britannique,Eau-de-vie,Graines de lin,Graines de lin,Graines de lin,"153",tx,[101-200]
"1789=12=23","1789>12>23","00333505",,Cognac,"Thorn, Thomas",Rochefort,1789-12-23,Hull,,Angleterre,Grande-Bretagne,,La Rochelle,,Aunis,Out,Grande-Bretagne,Bristol,,britannique,Eau-de-vie,,,,"110",tx,[101-200]
"1789=05=09","1789>05>10","00341461",,Henri Quatre,"Gouin, Honoré Alexandre",La Rochelle,1789-05-09,île Bourbon / île de la Réunion,Réunion,colonies françaises en Asie,France,,La Rochelle,Réunion,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"500",tx,[201-500]
"1789=05=04","1789>05>04","00341462",,Saint Marc,"Bergeron, André",Tonnay-Charente,1789-05-04,île d'Aix,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,île d'Aix,Aunis,français,,,,,"20",tx,[1-20]
"1789=02=23","1789>02>23","00339920",,Esperance,"Gastineau, Pierre",Marennes,1789-02-23,île d'Arz,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,île d'Yeu,Poitou,français,Vin,,,,"19",tx,[1-20]
"1789=01=02","1789>01>02","00336156",,Marie Anne,"Diamedo, Julin",Saint-Martin-de-Ré,1789-01-02,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Plouharnel,Bretagne,français,Lest,,,,"30",tx,[21-50]
"1789=01=20","1789>01>20","00333125","0007674N",Marie,"Rousseau, Pierre",Ribérou,1789-01-20,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Bois à brûler,Fagots,Fagots,Fagots,"6",tx,[1-20]
"1789=01=21","1789>01>21","00340787",,Deux Sœurs,"Renaud, Francois",La Rochelle,1789-01-21,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"6",tx,[1-20]
"1789=01=26","1789>01>26","00333126",,Heureux Commerce,"Valade, Jacques",Ribérou,1789-01-26,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,Ker Châlon,Poitou,français,Bois à brûler,Fagots,Fagots,Fagots,"20",tx,[1-20]
"1789=01=26","1789>01>26","00340153",,Belle Judith,"Charruau, Simon",Rochefort,1789-01-26,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Vide,,,,"6",tx,[1-20]
"1789=01=27","1789>01>27","00340788",,Ville de la Rochelle,"Tuillier, Thomas",La Rochelle,1789-01-27,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Rouen,Normandie,français,,,,,"80",tx,[51-100]
"1789=01=28","1789>01>28","00333599",,Saint Pierre,"Grenon, Louis",Ribérou,1789-01-28,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,Dercie,Saintonge,français,Fagots,,,,"35",tx,[21-50]
"1789=01=28","1789>01>28","00333127","0007675N",Marie,"Gaurier, André",Ribérou,1789-01-28,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Bois à brûler,Fagots,Fagots,Fagots,"6",tx,[1-20]
"1789=01=28","1789>01>28","00333128","0007674N",Marie,"Rousseau, Pierre",Ribérou,1789-01-28,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Fagots,Bois à brûler,Bois à brûler,Bois à brûler,"6",tx,[1-20]
"1789=01=28","1789>01>28","00340789",,Deux Amis,"Rousseau, Jacques",La Rochelle,1789-01-28,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,,,,,"3",tx,[1-20]
"1789=01=29","1789>01>29","00333129",,Elizabeth,"Chardavoine, Pierre",Ribérou,1789-01-29,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Bois à brûler,Fagots,Fagots,Fagots,"6",tx,[1-20]
"1789=01=29","1789>01>29","00336157",,Marie Anne,"Audebeau, Pierre",Saint-Martin-de-Ré,1789-01-29,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Lest,,,,"19",tx,[1-20]
"1789=01=29","1789>01>29","00333600","0007343N",Trois Freres,"Mazeau, Jean",Ribérou,1789-01-29,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,,,,français,Fagots,,,,"7",tx,[1-20]
"1789=01=30","1789>01>30","00334886","0003725N",Saint Nicolas,"Patoiseau, Pierre",Marans,1789-01-30,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Grain,,,,"23",tx,[21-50]
"1789=01=30","1789>01>30","00336786",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-01-30,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Diverses marchandises,Diverses marchandises,Diverses marchandises,"4",tx,[1-20]
"1789=01=31","1789>01>31","00340758",,Trois Freres,"Domeau, Louis",Tonnay-Charente,1789-01-31,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Marennes,Saintonge,français,,,,,"35",tx,[21-50]
"1789=02=03","1789>02>03","00333130","0007675N",Marie,"Gaurier, André",Ribérou,1789-02-03,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Fagots,Bois à brûler,Bois à brûler,Bois à brûler,"6",tx,[1-20]
"1789=02=04","1789>02>04","00340790",,Marthe,"Coussi, Jacques",La Rochelle,1789-02-04,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,,,,,"14",tx,[1-20]
"1789=02=04","1789>02>04","00333258","0007674N",Marie,"Rousseau, Pierre",Ribérou,1789-02-04,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Fagots,Charbon de bois,Charbon de bois,Charbon de bois,"6",tx,[1-20]
"1789=02=04","1789>02>04","00333601",,Marianne,"Renoulleau, Jean",Ribérou,1789-02-04,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,Dercie,Saintonge,français,Fagots,,,,"36",tx,[21-50]
"1789=02=06","1789>02>06","00340760",,la Genevieve,"Garnau, Pierre",Tonnay-Charente,1789-02-06,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Tonnay-Charente,Aunis,français,,,,,"32",tx,[21-50]
"1789=02=06","1789>02>06","00332721","0007464N",Suzanne,"Senat, Jean",Soubise,1789-02-06,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,In-Out,France,île d'Oléron,Saintonge,français,Orge,Vide,Vide,Vide,"3",tx,[1-20]
"1789=02=06","1789>02>06","00340759",,Deux Sœurs,"Roy, Jean",Tonnay-Charente,1789-02-06,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Saint-Savinien,Saintonge,français,,,,,"50",tx,[21-50]
"1789=02=06","1789>02>06","00336853",,Aimable Isabeau,"Bourgeois, François",Ribérou,1789-02-06,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,,,,français,Noix,Morue sèche,Morue sèche,Morue sèche,"4",tx,[1-20]
"1789=02=07","1789>02>07","00334887",,Saint Pierre Elizabet,"Charneau, Pierre",Marans,1789-02-07,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Grain,,,,"22",tx,[21-50]
"1789=02=07","1789>02>07","00333175","0007382N",Marie Charlotte,"Boyer, Jean",Ribérou,1789-02-07,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,Dercie,Saintonge,français,Fourrage,Bois à brûler,Bois à brûler,Bois à brûler,"32",tx,[21-50]
"1789=02=09","1789>02>09","00336158","0006614N",Robuste,"Couillaud, Jean",Saint-Martin-de-Ré,1789-02-09,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Lest,,,,"10",tx,[1-20]
"1789=02=12","1789>02>12","00333131","0007674N",Marie,"Rousseau, Pierre",Ribérou,1789-02-12,île d'Oléron,Saintonge,,France,Marennes,Marennes,Saintonge,Saintonge,Out,France,île d'Oléron,Saintonge,français,Fagots,Bois à brûler,Bois à brûler,Bois à brûler,"6",tx,[1-20]
"1789=02=12","1789>02>12","00340791",,Aimable Julie,"Pellot, Louis",La Rochelle,1789-02-12,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Lorient,Bretagne,français,,,,,"66",tx,[51-100]
"1789=02=12","1789>02>12","00333701",,Marie Magdeleine,"Lefort, Pierre",Marans,1789-02-12,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Feuillard,,,,"23",tx,[21-50]
"1789=02=13","1789>02>13","00333702",,Saint Jacques,"Normandin, Pierre",Marans,1789-02-13,île d'Oléron,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,île d'Oléron,Saintonge,français,Feuillard,,,,"27",tx,[21-50]
